cycle,model15,com_size,model11,model8,model13,model19,model5,model14,model16,model12,model20,model18,model3,model6,model7,model2,model4,model10,model1,model17,model9
0,0.01,1,,,,,,,,,,,,,,,,,,,
1,0.02706625123,1,,,,,,,,,,,,,,,,,,,
2,0.073258148469,1,,,,,,,,,,,,,,,,,,,
3,0.19828184531,1,,,,,,,,,,,,,,,,,,,
4,0.25624562792,1,,,,,,,,,,,,,,,,,,,
5,0.29818846438,1,,,,,,,,,,,,,,,,,,,
6,0.31531124256,1,,,,,,,,,,,,,,,,,,,
7,0.32182041472,1,,,,,,,,,,,,,,,,,,,
8,0.32298599423,1,,,,,,,,,,,,,,,,,,,
9,0.32306834172,1,,,,,,,,,,,,,,,,,,,
10,0.32315054923,1,,,,,,,,,,,,,,,,,,,
11,0.32323261698,1,,,,,,,,,,,,,,,,,,,
12,0.32331454522,1,,,,,,,,,,,,,,,,,,,
13,0.32339633418,1,,,,,,,,,,,,,,,,,,,
14,0.3234779841,1,,,,,,,,,,,,,,,,,,,
15,0.32355949521,1,,,,,,,,,,,,,,,,,,,
16,0.32364086775,1,,,,,,,,,,,,,,,,,,,
17,0.32372210197,1,,,,,,,,,,,,,,,,,,,
18,0.32380319808,1,,,,,,,,,,,,,,,,,,,
19,0.32388415633,1,,,,,,,,,,,,,,,,,,,
20,0.32396497695,1,,,,,,,,,,,,,,,,,,,
21,0.32404566018,1,,,,,,,,,,,,,,,,,,,
22,0.32412574946,1,,,,,,,,,,,,,,,,,,,
23,0.32420555567,1,,,,,,,,,,,,,,,,,,,
24,0.32428522621,1,,,,,,,,,,,,,,,,,,,
25,0.32436476131,1,,,,,,,,,,,,,,,,,,,
26,0.3244441612,1,,,,,,,,,,,,,,,,,,,
27,0.32452342611,1,,,,,,,,,,,,,,,,,,,
28,0.32460255627,1,,,,,,,,,,,,,,,,,,,
29,0.32468155191,1,,,,,,,,,,,,,,,,,,,
30,0.32476041325,1,,,,,,,,,,,,,,,,,,,
31,0.32483914054,1,,,,,,,,,,,,,,,,,,,
32,0.32491773398,1,,,,,,,,,,,,,,,,,,,
33,0.32499619382,1,,,,,,,,,,,,,,,,,,,
34,0.32507452027,1,,,,,,,,,,,,,,,,,,,
35,0.32515271357,1,,,,,,,,,,,,,,,,,,,
36,0.32523077394,1,,,,,,,,,,,,,,,,,,,
37,0.32530870161,1,,,,,,,,,,,,,,,,,,,
38,0.3253864968,1,,,,,,,,,,,,,,,,,,,
39,0.32546415974,1,,,,,,,,,,,,,,,,,,,
40,0.32554169065,1,,,,,,,,,,,,,,,,,,,
41,0.32561908976,1,,,,,,,,,,,,,,,,,,,
42,0.32569635729,1,,,,,,,,,,,,,,,,,,,
43,0.32577349347,1,,,,,,,,,,,,,,,,,,,
44,0.32585049851,1,,,,,,,,,,,,,,,,,,,
45,0.32592737265,1,,,,,,,,,,,,,,,,,,,
46,0.3260041161,1,,,,,,,,,,,,,,,,,,,
47,0.32608072909,1,,,,,,,,,,,,,,,,,,,
48,0.32615721183,1,,,,,,,,,,,,,,,,,,,
49,0.32623356455,1,,,,,,,,,,,,,,,,,,,
50,0.32630978748,1,,,,,,,,,,,,,,,,,,,
0,0.32630978748,2,0.01,,,,,,,,,,,,,,,,,,
1,0.62039605216,2,0.009983,,,,,,,,,,,,,,,,,,
2,0.67537374465,2,0.017214077916,,,,,,,,,,,,,,,,,,
3,0.67521115141,2,0.01724653477,,,,,,,,,,,,,,,,,,
4,0.67406329245,2,0.017217215661,,,,,,,,,,,,,,,,,,
5,0.67291738485,2,0.017187946395,,,,,,,,,,,,,,,,,,
6,0.6717734253,2,0.017158726886,,,,,,,,,,,,,,,,,,
7,0.67063141048,2,0.01712955705,,,,,,,,,,,,,,,,,,
8,0.66949133708,2,0.017100436803,,,,,,,,,,,,,,,,,,
9,0.66835320181,2,0.01707136606,,,,,,,,,,,,,,,,,,
10,0.66721700136,2,0.017042344738,,,,,,,,,,,,,,,,,,
11,0.66608273246,2,0.017013372752,,,,,,,,,,,,,,,,,,
12,0.66495039182,2,0.016984450018,,,,,,,,,,,,,,,,,,
13,0.66381997615,2,0.016955576453,,,,,,,,,,,,,,,,,,
14,0.66269148219,2,0.016926751973,,,,,,,,,,,,,,,,,,
15,0.66156490667,2,0.016897976495,,,,,,,,,,,,,,,,,,
16,0.66044024633,2,0.016869249935,,,,,,,,,,,,,,,,,,
17,0.65931749791,2,0.01684057221,,,,,,,,,,,,,,,,,,
18,0.65819665816,2,0.016811943237,,,,,,,,,,,,,,,,,,
19,0.65707772385,2,0.016783362934,,,,,,,,,,,,,,,,,,
20,0.65596069171,2,0.016754831217,,,,,,,,,,,,,,,,,,
21,0.65484555854,2,0.016726348004,,,,,,,,,,,,,,,,,,
22,0.65373232109,2,0.016697913212,,,,,,,,,,,,,,,,,,
23,0.65262097614,2,0.01666952676,,,,,,,,,,,,,,,,,,
24,0.65151152048,2,0.016641188564,,,,,,,,,,,,,,,,,,
25,0.6504039509,2,0.016612898544,,,,,,,,,,,,,,,,,,
26,0.64929826418,2,0.016584656616,,,,,,,,,,,,,,,,,,
27,0.64819445713,2,0.0165564627,,,,,,,,,,,,,,,,,,
28,0.64709252656,2,0.016528316713,,,,,,,,,,,,,,,,,,
29,0.64599246926,2,0.016500218575,,,,,,,,,,,,,,,,,,
30,0.64489428206,2,0.016472168203,,,,,,,,,,,,,,,,,,
31,0.64379796178,2,0.016444165517,,,,,,,,,,,,,,,,,,
32,0.64270350525,2,0.016416210436,,,,,,,,,,,,,,,,,,
33,0.64161090929,2,0.016388302878,,,,,,,,,,,,,,,,,,
34,0.64052017074,2,0.016360442763,,,,,,,,,,,,,,,,,,
35,0.63943128645,2,0.016332630011,,,,,,,,,,,,,,,,,,
36,0.63834425327,2,0.01630486454,,,,,,,,,,,,,,,,,,
37,0.63725906804,2,0.01627714627,,,,,,,,,,,,,,,,,,
38,0.63617572762,2,0.016249475121,,,,,,,,,,,,,,,,,,
39,0.63509422888,2,0.016221851014,,,,,,,,,,,,,,,,,,
40,0.63401456869,2,0.016194273867,,,,,,,,,,,,,,,,,,
41,0.63293674393,2,0.016166743601,,,,,,,,,,,,,,,,,,
42,0.63186075146,2,0.016139260137,,,,,,,,,,,,,,,,,,
43,0.63078658818,2,0.016111823395,,,,,,,,,,,,,,,,,,
44,0.62971425098,2,0.016084433295,,,,,,,,,,,,,,,,,,
45,0.62864373676,2,0.016057089759,,,,,,,,,,,,,,,,,,
46,0.62757504241,2,0.016029792706,,,,,,,,,,,,,,,,,,
47,0.62650816483,2,0.016002542058,,,,,,,,,,,,,,,,,,
48,0.62544310095,2,0.015975337737,,,,,,,,,,,,,,,,,,
49,0.62437984768,2,0.015948179663,,,,,,,,,,,,,,,,,,
50,0.62331840194,2,0.015921067757,,,,,,,,,,,,,,,,,,
0,0.62331840194,3,0.015921067757,0.01,,,,,,,,,,,,,,,,,
1,0.94004469349,3,0.015894001942,0.009983,,,,,,,,,,,,,,,,,
