cycle,x,y,species,biomass,seq_num,timestep,species,biomass
10,0,0,model5,1.2653612807,5,170,model5,1.2653612807
10,0,0,model7,0.90750856978,5,170,model7,0.90750856978
10,0,0,model13,0.65704861009,5,170,model13,0.65704861009
10,0,0,model8,1.290431009,5,170,model8,1.290431009
11,0,0,model20,0.0089685390409,5,171,model20,0.0089685390409
11,0,0,model5,1.3622437724,5,171,model5,1.3622437724
11,0,0,model7,0.95598714574,5,171,model7,0.95598714574
11,0,0,model13,0.74009604523,5,171,model13,0.74009604523
11,0,0,model8,1.465737222,5,171,model8,1.465737222
12,0,0,model20,0.0088808568967,5,172,model20,0.0088808568967
12,0,0,model5,1.4670778037,5,172,model5,1.4670778037
12,0,0,model7,0.99400260419,5,172,model7,0.99400260419
12,0,0,model13,0.81677009541,5,172,model13,0.81677009541
12,0,0,model8,1.6392903614,5,172,model8,1.6392903614
13,0,0,model20,0.0087940855552,5,173,model20,0.0087940855552
13,0,0,model5,1.5457120416,5,173,model5,1.5457120416
13,0,0,model7,1.0483175713,5,173,model7,1.0483175713
13,0,0,model13,0.90293266927,5,173,model13,0.90293266927
13,0,0,model8,1.811107961,5,173,model8,1.811107961
14,0,0,model20,0.0087082071582,5,174,model20,0.0087082071582
14,0,0,model5,1.5851286452,5,174,model5,1.5851286452
14,0,0,model7,1.085568336,5,174,model7,1.085568336
14,0,0,model13,0.97576066523,5,174,model13,0.97576066523
14,0,0,model8,1.9748039254,5,174,model8,1.9748039254
15,0,0,model20,0.0086232306162,5,175,model20,0.0086232306162
15,0,0,model5,1.6182420772,5,175,model5,1.6182420772
15,0,0,model7,1.1263986397,5,175,model7,1.1263986397
15,0,0,model13,1.0431514744,5,175,model13,1.0431514744
15,0,0,model8,2.1366637256,5,175,model8,2.1366637256
16,0,0,model20,0.0085390873895,5,176,model20,0.0085390873895
16,0,0,model5,1.654087602,5,176,model5,1.654087602
16,0,0,model7,1.1644689726,5,176,model7,1.1644689726
16,0,0,model13,1.1103791703,5,176,model13,1.1103791703
16,0,0,model8,2.2971211128,5,176,model8,2.2971211128
17,0,0,model20,0.0084558228184,5,177,model20,0.0084558228184
17,0,0,model5,1.6902223499,5,177,model5,1.6902223499
17,0,0,model7,1.2060759583,5,177,model7,1.2060759583
17,0,0,model13,1.1791846247,5,177,model13,1.1791846247
17,0,0,model8,2.4555491971,5,177,model8,2.4555491971
18,0,0,model20,0.0083734452143,5,178,model20,0.0083734452143
18,0,0,model5,1.7256847006,5,178,model5,1.7256847006
18,0,0,model7,1.2439708495,5,178,model7,1.2439708495
18,0,0,model13,1.2383436851,5,178,model13,1.2383436851
18,0,0,model8,2.5985039369,5,178,model8,2.5985039369
19,0,0,model20,0.0082918188582,5,179,model20,0.0082918188582
19,0,0,model5,1.7606336969,5,179,model5,1.7606336969
19,0,0,model7,1.2852176934,5,179,model7,1.2852176934
19,0,0,model13,1.303885539,5,179,model13,1.303885539
19,0,0,model8,2.75654398,5,179,model8,2.75654398
20,0,0,model20,0.0082110773705,5,180,model20,0.0082110773705
20,0,0,model5,1.7953960906,5,180,model5,1.7953960906
20,0,0,model7,1.3233397302,5,180,model7,1.3233397302
20,0,0,model13,1.3733029223,5,180,model13,1.3733029223
20,0,0,model8,2.8964887729,5,180,model8,2.8964887729
21,0,0,model20,0.0081310723838,5,181,model20,0.0081310723838
21,0,0,model5,1.829650154,5,181,model5,1.829650154
21,0,0,model7,1.3643647004,5,181,model7,1.3643647004
21,0,0,model13,1.4393269864,5,181,model13,1.4393269864
21,0,0,model8,3.0514173494,5,181,model8,3.0514173494
22,0,0,model20,0.0080519361047,5,182,model20,0.0080519361047
22,0,0,model5,1.8637226246,5,182,model5,1.8637226246
22,0,0,model7,1.4011712926,5,182,model7,1.4011712926
22,0,0,model13,1.5021761452,5,182,model13,1.5021761452
22,0,0,model8,3.1884134091,5,182,model8,3.1884134091
23,0,0,model20,0.0079735207057,5,183,model20,0.0079735207057
23,0,0,model5,1.8972929602,5,183,model5,1.8972929602
23,0,0,model7,1.4293574717,5,183,model7,1.4293574717
23,0,0,model13,1.5684851297,5,183,model13,1.5684851297
23,0,0,model8,3.3404812699,5,183,model8,3.3404812699
24,0,0,model20,0.0078959587735,5,184,model20,0.0078959587735
24,0,0,model5,1.9306890881,5,184,model5,1.9306890881
24,0,0,model7,1.4556251988,5,184,model7,1.4556251988
24,0,0,model13,1.6330126128,5,184,model13,1.6330126128
24,0,0,model8,3.4745866907,5,184,model8,3.4745866907
25,0,0,model20,0.0078190978416,5,185,model20,0.0078190978416
25,0,0,model5,1.9635779603,5,185,model5,1.9635779603
25,0,0,model7,1.4831614412,5,185,model7,1.4831614412
25,0,0,model13,1.6992751456,5,185,model13,1.6992751456
25,0,0,model8,3.6250025586,5,185,model8,3.6250025586
26,0,0,model20,0.0077430806499,5,186,model20,0.0077430806499
26,0,0,model5,1.9963113163,5,186,model5,1.9963113163
26,0,0,model7,1.5094315035,5,186,model7,1.5094315035
26,0,0,model13,1.7635053202,5,186,model13,1.7635053202
26,0,0,model8,3.7562627664,5,186,model8,3.7562627664
27,0,0,model20,0.0076677491298,5,187,model20,0.0076677491298
27,0,0,model5,2.0285447479,5,187,model5,2.0285447479
27,0,0,model7,1.5368852879,5,187,model7,1.5368852879
27,0,0,model13,1.8294039396,5,187,model13,1.8294039396
27,0,0,model8,3.9037898125,5,187,model8,3.9037898125
28,0,0,model20,0.0075932433436,5,188,model20,0.0075932433436
28,0,0,model5,2.0576071207,5,188,model5,2.0576071207
28,0,0,model7,1.5625855447,5,188,model7,1.5625855447
28,0,0,model13,1.8928581074,5,188,model13,1.8928581074
28,0,0,model8,4.0328791292,5,188,model8,4.0328791292
29,0,0,model20,0.0075194102868,5,189,model20,0.0075194102868
29,0,0,model5,2.0890966261,5,189,model5,2.0890966261
29,0,0,model7,1.5898841834,5,189,model7,1.5898841834
29,0,0,model13,1.9582303807,5,189,model13,1.9582303807
29,0,0,model8,4.1778101557,5,189,model8,4.1778101557
30,0,0,model20,0.0074463886437,5,190,model20,0.0074463886437
30,0,0,model5,2.1176112393,5,190,model5,2.1176112393
30,0,0,model7,1.6154999338,5,190,model7,1.6154999338
30,0,0,model13,2.0213000749,5,190,model13,2.0213000749
30,0,0,model8,4.3041473949,5,190,model8,4.3041473949
31,0,0,model20,0.007374024864,5,191,model20,0.007374024864
31,0,0,model5,2.1485024373,5,191,model5,2.1485024373
31,0,0,model7,1.6415008085,5,191,model7,1.6415008085
31,0,0,model13,2.0842453752,5,191,model13,2.0842453752
31,0,0,model8,4.4463022542,5,191,model8,4.4463022542
32,0,0,model20,0.0073024596415,5,192,model20,0.0073024596415
32,0,0,model5,2.1793652754,5,192,model5,2.1793652754
32,0,0,model7,1.667083952,5,192,model7,1.667083952
32,0,0,model13,2.1403241577,5,192,model13,2.1403241577
32,0,0,model8,4.5693494647,5,192,model8,4.5693494647
33,0,0,model20,0.0072315457579,5,193,model20,0.0072315457579
33,0,0,model5,2.2097921329,5,193,model5,2.2097921329
33,0,0,model7,1.6956435524,5,193,model7,1.6956435524
33,0,0,model13,2.1999455783,5,193,model13,2.1999455783
33,0,0,model8,4.7058950106,5,193,model8,4.7058950106
34,0,0,model20,0.0071613254539,5,194,model20,0.0071613254539
34,0,0,model5,2.2398595454,5,194,model5,2.2398595454
34,0,0,model7,1.7216360632,5,194,model7,1.7216360632
34,0,0,model13,2.2551277212,5,194,model13,2.2551277212
34,0,0,model8,4.8407985388,5,194,model8,4.8407985388
35,0,0,model20,0.0070918176682,5,195,model20,0.0070918176682
35,0,0,model5,2.2660581022,5,195,model5,2.2660581022
35,0,0,model7,1.7566793619,5,195,model7,1.7566793619
35,0,0,model13,2.3189442305,5,195,model13,2.3189442305
35,0,0,model8,4.9806010395,5,195,model8,4.9806010395
36,0,0,model20,0.0070230126194,5,196,model20,0.0070230126194
36,0,0,model5,2.2927729328,5,196,model5,2.2927729328
36,0,0,model7,1.7876350925,5,196,model7,1.7876350925
36,0,0,model13,2.3804786526,5,196,model13,2.3804786526
36,0,0,model8,5.1127714223,5,196,model8,5.1127714223
37,0,0,model20,0.006954901308,5,197,model20,0.006954901308
37,0,0,model5,2.3192476415,5,197,model5,2.3192476415
37,0,0,model7,1.8223844209,5,197,model7,1.8223844209
37,0,0,model13,2.4439617458,5,197,model13,2.4439617458
37,0,0,model8,5.2498541909,5,197,model8,5.2498541909
38,0,0,model20,0.0068874753322,5,198,model20,0.0068874753322
38,0,0,model5,2.3454843955,5,198,model5,2.3454843955
38,0,0,model7,1.8552841869,5,198,model7,1.8552841869
38,0,0,model13,2.508050673,5,198,model13,2.508050673
38,0,0,model8,5.3793456797,5,198,model8,5.3793456797
39,0,0,model20,0.0068207267514,5,199,model20,0.0068207267514
39,0,0,model5,2.3714853417,5,199,model5,2.3714853417
39,0,0,model7,1.8892725847,5,199,model7,1.8892725847
39,0,0,model13,2.5688627092,5,199,model13,2.5688627092
39,0,0,model8,5.5137627038,5,199,model8,5.5137627038
40,0,0,model20,0.0067546479843,5,200,model20,0.0067546479843
40,0,0,model5,2.4006974647,5,200,model5,2.4006974647
40,0,0,model7,1.9141865255,5,200,model7,1.9141865255
40,0,0,model13,2.6225297497,5,200,model13,2.6225297497
40,0,0,model8,5.6406284743,5,200,model8,5.6406284743
0,0,0,model17,0.01,6,200,model17,0.01
0,0,0,model5,2.4006974647,6,200,model5,2.4006974647
0,0,0,model7,1.9141865255,6,200,model7,1.9141865255
0,0,0,model13,2.6225297497,6,200,model13,2.6225297497
0,0,0,model8,5.6406284743,6,200,model8,5.6406284743
0,0,0,model20,0.0067546479843,6,200,model20,0.0067546479843
1,0,0,model17,0.022593239177,6,201,model17,0.022593239177
1,0,0,model5,2.4275453387,6,201,model5,2.4275453387
1,0,0,model7,1.9598781978,6,201,model7,1.9598781978
1,0,0,model13,2.6953116459,6,201,model13,2.6953116459
1,0,0,model8,5.7347906587,6,201,model8,5.7347906587
1,0,0,model20,0.0066888056885,6,201,model20,0.0066888056885
2,0,0,model17,0.023324217224,6,202,model17,0.023324217224
2,0,0,model5,2.4060556578,6,202,model5,2.4060556578
2,0,0,model7,2.0030363237,6,202,model7,2.0030363237
2,0,0,model13,2.7085226702,6,202,model13,2.7085226702
2,0,0,model8,5.7152950882,6,202,model8,5.7152950882
2,0,0,model20,0.0078515916778,6,202,model20,0.0078515916778
3,0,0,model17,0.023434173195,6,203,model17,0.023434173195
3,0,0,model5,2.3844171094,6,203,model5,2.3844171094
3,0,0,model7,2.0452384686,6,203,model7,2.0452384686
3,0,0,model13,2.7212378199,6,203,model13,2.7212378199
3,0,0,model8,5.6956516442,6,203,model8,5.6956516442
3,0,0,model20,0.0087989473426,6,203,model20,0.0087989473426
4,0,0,model17,0.023674580918,6,204,model17,0.023674580918
4,0,0,model5,2.3632090307,6,204,model5,2.3632090307
4,0,0,model7,2.0873272142,6,204,model7,2.0873272142
4,0,0,model13,2.7340399024,6,204,model13,2.7340399024
4,0,0,model8,5.6764063981,6,204,model8,5.6764063981
4,0,0,model20,0.0098550844164,6,204,model20,0.0098550844164
5,0,0,model17,0.024047829108,6,205,model17,0.024047829108
5,0,0,model5,2.3420888119,6,205,model5,2.3420888119
5,0,0,model7,2.1288159965,6,205,model7,2.1288159965
5,0,0,model13,2.7465897432,6,205,model13,2.7465897432
5,0,0,model8,5.6572365326,6,205,model8,5.6572365326
5,0,0,model20,0.01111982836,6,205,model20,0.01111982836
6,0,0,model17,0.02397293117,6,206,model17,0.02397293117
6,0,0,model5,2.3209495701,6,206,model5,2.3209495701
6,0,0,model7,2.1695580001,6,206,model7,2.1695580001
6,0,0,model13,2.7587838603,6,206,model13,2.7587838603
6,0,0,model8,5.6380413903,6,206,model8,5.6380413903
6,0,0,model20,0.012909355489,6,206,model20,0.012909355489
7,0,0,model17,0.023791044518,6,207,model17,0.023791044518
7,0,0,model5,2.2996347846,6,207,model5,2.2996347846
7,0,0,model7,2.2093347796,6,207,model7,2.2093347796
7,0,0,model13,2.7704691002,6,207,model13,2.7704691002
7,0,0,model8,5.6186735319,6,207,model8,5.6186735319
7,0,0,model20,0.014500929715,6,207,model20,0.014500929715
8,0,0,model17,0.023599199711,6,208,model17,0.023599199711
8,0,0,model5,2.2785446807,6,208,model5,2.2785446807
8,0,0,model7,2.2487304182,6,208,model7,2.2487304182
8,0,0,model13,2.7820490213,6,208,model13,2.7820490213
8,0,0,model8,5.599510222,6,208,model8,5.599510222
8,0,0,model20,0.016100242413,6,208,model20,0.016100242413
9,0,0,model17,0.02339772558,6,209,model17,0.02339772558
9,0,0,model5,2.2576539441,6,209,model5,2.2576539441
9,0,0,model7,2.2877154735,6,209,model7,2.2877154735
9,0,0,model13,2.7935016096,6,209,model13,2.7935016096
9,0,0,model8,5.5805276753,6,209,model8,5.5805276753
9,0,0,model20,0.017607715759,6,209,model20,0.017607715759
10,0,0,model17,0.023237545772,6,210,model17,0.023237545772
10,0,0,model5,2.2370384736,6,210,model5,2.2370384736
10,0,0,model7,2.3264063406,6,210,model7,2.3264063406
10,0,0,model13,2.8049060308,6,210,model13,2.8049060308
10,0,0,model8,5.5617974938,6,210,model8,5.5617974938
10,0,0,model20,0.0192798548,6,210,model20,0.0192798548
11,0,0,model17,0.02303937455,6,211,model17,0.02303937455
11,0,0,model5,2.2165627991,6,211,model5,2.2165627991
11,0,0,model7,2.3646146367,6,211,model7,2.3646146367
11,0,0,model13,2.8161300489,6,211,model13,2.8161300489
11,0,0,model8,5.5431920744,6,211,model8,5.5431920744
11,0,0,model20,0.020872732399,6,211,model20,0.020872732399
12,0,0,model17,0.022843140656,6,212,model17,0.022843140656
12,0,0,model5,2.1962918814,6,212,model5,2.1962918814
12,0,0,model7,2.4024408499,6,212,model7,2.4024408499
12,0,0,model13,2.8272418269,6,212,model13,2.8272418269
12,0,0,model8,5.5247727092,6,212,model8,5.5247727092
12,0,0,model20,0.022449681222,6,212,model20,0.022449681222
13,0,0,model17,0.022624349693,6,213,model17,0.022624349693
13,0,0,model5,2.1761758998,6,213,model5,2.1761758998
13,0,0,model7,2.4398199317,6,213,model7,2.4398199317
13,0,0,model13,2.8381947141,6,213,model13,2.8381947141
13,0,0,model8,5.506492514,6,213,model8,5.506492514
13,0,0,model20,0.023965836717,6,213,model20,0.023965836717
14,0,0,model17,0.022407746639,6,214,model17,0.022407746639
14,0,0,model5,2.156261078,6,214,model5,2.156261078
14,0,0,model7,2.4768252227,6,214,model7,2.4768252227
14,0,0,model13,2.8490380725,6,214,model13,2.8490380725
14,0,0,model8,5.4883951207,6,214,model8,5.4883951207
14,0,0,model20,0.025466830658,6,214,model20,0.025466830658
15,0,0,model17,0.022225750192,6,215,model17,0.022225750192
15,0,0,model5,2.1365931774,6,215,model5,2.1365931774
15,0,0,model7,2.51352933,6,215,model7,2.51352933
15,0,0,model13,2.8598207702,6,215,model13,2.8598207702
15,0,0,model8,5.470523725,6,215,model8,5.470523725
15,0,0,model20,0.026997838498,6,215,model20,0.026997838498
16,0,0,model17,0.022047591886,6,216,model17,0.022047591886
16,0,0,model5,2.1171219559,6,216,model5,2.1171219559
16,0,0,model7,2.5498663963,6,216,model7,2.5498663963
16,0,0,model13,2.870495641,6,216,model13,2.870495641
16,0,0,model8,5.4528310433,6,216,model8,5.4528310433
16,0,0,model20,0.02851353626,6,216,model20,0.02851353626
17,0,0,model17,0.021872762236,6,217,model17,0.021872762236
17,0,0,model5,2.0978454465,6,217,model5,2.0978454465
17,0,0,model7,2.5858400918,6,217,model7,2.5858400918
17,0,0,model13,2.8810637631,6,217,model13,2.8810637631
17,0,0,model8,5.4353152884,6,217,model8,5.4353152884
17,0,0,model20,0.030014077044,6,217,model20,0.030014077044
18,0,0,model17,0.021691149579,6,218,model17,0.021691149579
18,0,0,model5,2.0787411592,6,218,model5,2.0787411592
18,0,0,model7,2.6214244356,6,218,model7,2.6214244356
18,0,0,model13,2.8915056608,6,218,model13,2.8915056608
18,0,0,model8,5.4179553302,6,218,model8,5.4179553302
18,0,0,model20,0.031499612421,6,218,model20,0.031499612421
19,0,0,model17,0.021532080742,6,219,model17,0.021532080742
19,0,0,model5,2.0598484578,6,219,model5,2.0598484578
19,0,0,model7,2.6566825508,6,219,model7,2.6566825508
19,0,0,model13,2.9018636827,6,219,model13,2.9018636827
19,0,0,model8,5.4007883324,6,219,model8,5.4007883324
19,0,0,model20,0.032970292443,6,219,model20,0.032970292443
20,0,0,model17,0.02135701811,6,220,model17,0.02135701811
20,0,0,model5,2.0411446834,6,220,model5,2.0411446834
20,0,0,model7,2.6915880848,6,220,model7,2.6915880848
20,0,0,model13,2.9121181243,6,220,model13,2.9121181243
20,0,0,model8,5.3837930046,6,220,model8,5.3837930046
20,0,0,model20,0.034426265666,6,220,model20,0.034426265666
21,0,0,model17,0.021153088372,6,221,model17,0.021153088372
21,0,0,model5,2.0225801738,6,221,model5,2.0225801738
21,0,0,model7,2.7260756943,6,221,model7,2.7260756943
21,0,0,model13,2.9222222486,6,221,model13,2.9222222486
21,0,0,model8,5.3669226064,6,221,model8,5.3669226064
21,0,0,model20,0.035822655317,6,221,model20,0.035822655317
22,0,0,model17,0.020951197931,6,222,model17,0.020951197931
22,0,0,model5,2.0042013093,6,222,model5,2.0042013093
22,0,0,model7,2.7602184277,6,222,model7,2.7602184277
22,0,0,model13,2.9322253315,6,222,model13,2.9322253315
22,0,0,model8,5.3502209123,6,222,model8,5.3502209123
22,0,0,model20,0.037205081071,6,222,model20,0.037205081071
23,0,0,model17,0.020751326395,6,223,model17,0.020751326395
23,0,0,model5,1.9860062334,6,223,model5,1.9860062334
23,0,0,model7,2.7940197337,6,223,model7,2.7940197337
23,0,0,model13,2.9421283837,6,223,model13,2.9421283837
23,0,0,model8,5.333686235,6,223,model8,5.333686235
23,0,0,model20,0.038573682568,6,223,model20,0.038573682568
24,0,0,model17,0.020553453574,6,224,model17,0.020553453574
24,0,0,model5,1.9679931083,6,224,model5,1.9679931083
24,0,0,model7,2.8274830267,6,224,model7,2.8274830267
24,0,0,model13,2.9519324053,6,224,model13,2.9519324053
24,0,0,model8,5.3173169046,6,224,model8,5.3173169046
24,0,0,model20,0.03992859805,6,224,model20,0.03992859805
25,0,0,model17,0.020357559482,6,225,model17,0.020357559482
25,0,0,model5,1.9501601144,6,225,model5,1.9501601144
25,0,0,model7,2.8538188806,6,225,model7,2.8538188806
25,0,0,model13,2.9616383868,6,225,model13,2.9616383868
25,0,0,model8,5.3011112674,6,225,model8,5.3011112674
25,0,0,model20,0.041269964377,6,225,model20,0.041269964377
26,0,0,model17,0.021005764317,6,226,model17,0.021005764317
26,0,0,model5,1.9333400918,6,226,model5,1.9333400918
26,0,0,model7,2.8878873945,6,226,model7,2.8878873945
26,0,0,model13,2.9720819497,6,226,model13,2.9720819497
26,0,0,model8,5.2858542935,6,226,model8,5.2858542935
26,0,0,model20,0.043061311559,6,226,model20,0.043061311559
27,0,0,model17,0.020805347118,6,227,model17,0.020805347118
27,0,0,model5,1.9158536281,6,227,model5,1.9158536281
27,0,0,model7,2.9204120109,6,227,model7,2.9204120109
27,0,0,model13,2.9815864357,6,227,model13,2.9815864357
27,0,0,model8,5.2699632824,6,227,model8,5.2699632824
27,0,0,model20,0.044371350751,6,227,model20,0.044371350751
28,0,0,model17,0.02060693409,6,228,model17,0.02060693409
28,0,0,model5,1.8985420291,6,228,model5,1.8985420291
28,0,0,model7,2.9526113812,6,228,model7,2.9526113812
28,0,0,model13,2.9909958768,6,228,model13,2.9909958768
28,0,0,model8,5.2542311815,6,228,model8,5.2542311815
28,0,0,model20,0.045668289551,6,228,model20,0.045668289551
29,0,0,model17,0.020410505192,6,229,model17,0.020410505192
29,0,0,model5,1.881403546,6,229,model5,1.881403546
29,0,0,model7,2.9844887577,6,229,model7,2.9844887577
29,0,0,model13,3.0003112235,6,229,model13,3.0003112235
29,0,0,model8,5.2386564016,6,229,model8,5.2386564016
29,0,0,model20,0.046952258963,6,229,model20,0.046952258963
30,0,0,model17,0.020216040583,6,230,model17,0.020216040583
30,0,0,model5,1.8644364477,6,230,model5,1.8644364477
30,0,0,model7,3.0160473604,6,230,model7,3.0160473604
30,0,0,model13,3.0095334168,6,230,model13,3.0095334168
30,0,0,model8,5.2232373695,6,230,model8,5.2232373695
30,0,0,model20,0.048223388681,6,230,model20,0.048223388681
31,0,0,model17,0.020023520621,6,231,model17,0.020023520621
31,0,0,model5,1.8476390205,6,231,model5,1.8476390205
31,0,0,model7,3.0472903771,6,231,model7,3.0472903771
31,0,0,model13,3.0186633881,6,231,model13,3.0186633881
31,0,0,model8,5.2079725277,6,231,model8,5.2079725277
31,0,0,model20,0.049481807102,6,231,model20,0.049481807102
32,0,0,model17,0.019832925858,6,232,model17,0.019832925858
32,0,0,model5,1.8310095675,6,232,model5,1.8310095675
32,0,0,model7,3.0782209637,6,232,model7,3.0782209637
32,0,0,model13,3.0277020597,6,232,model13,3.0277020597
32,0,0,model8,5.1928603343,6,232,model8,5.1928603343
32,0,0,model20,0.050727641338,6,232,model20,0.050727641338
33,0,0,model17,0.019644237042,6,233,model17,0.019644237042
33,0,0,model5,1.814546409,6,233,model5,1.814546409
33,0,0,model7,3.1088422444,6,233,model7,3.1088422444
33,0,0,model13,3.0366503445,6,233,model13,3.0366503445
33,0,0,model8,5.1778992628,6,233,model8,5.1778992628
33,0,0,model20,0.051961017233,6,233,model20,0.051961017233
34,0,0,model17,0.019457435115,6,234,model17,0.019457435115
34,0,0,model5,1.7982478821,6,234,model5,1.7982478821
34,0,0,model7,3.1391573123,6,234,model7,3.1391573123
34,0,0,model13,3.0455091466,6,234,model13,3.0455091466
34,0,0,model8,5.1630878021,6,234,model8,5.1630878021
34,0,0,model20,0.053182059368,6,234,model20,0.053182059368
35,0,0,model17,0.019272501207,6,235,model17,0.019272501207
35,0,0,model5,1.7821123405,6,235,model5,1.7821123405
35,0,0,model7,3.1691692295,6,235,model7,3.1691692295
35,0,0,model13,3.0542793606,6,235,model13,3.0542793606
35,0,0,model8,5.148424456,6,235,model8,5.148424456
35,0,0,model20,0.054390891082,6,235,model20,0.054390891082
36,0,0,model17,0.019089416639,6,236,model17,0.019089416639
36,0,0,model5,1.7661381543,6,236,model5,1.7661381543
36,0,0,model7,3.1988810275,6,236,model7,3.1988810275
36,0,0,model13,3.0629618724,6,236,model13,3.0629618724
36,0,0,model8,5.1339077433,6,236,model8,5.1339077433
36,0,0,model20,0.055587634478,6,236,model20,0.055587634478
37,0,0,model17,0.018908162915,6,237,model17,0.018908162915
37,0,0,model5,1.75032371,6,237,model5,1.75032371
37,0,0,model7,3.2282957076,6,237,model7,3.2282957076
37,0,0,model13,3.0715575592,6,237,model13,3.0715575592
37,0,0,model8,5.1195361978,6,237,model8,5.1195361978
37,0,0,model20,0.056772410441,6,237,model20,0.056772410441
38,0,0,model17,0.01872872173,6,238,model17,0.01872872173
38,0,0,model5,1.7346674101,6,238,model5,1.7346674101
38,0,0,model7,3.2574162408,6,238,model7,3.2574162408
38,0,0,model13,3.0800672891,6,238,model13,3.0800672891
38,0,0,model8,5.1053083677,6,238,model8,5.1053083677
38,0,0,model20,0.057945338644,6,238,model20,0.057945338644
39,0,0,model17,0.018551074955,6,239,model17,0.018551074955
39,0,0,model5,1.7191676732,6,239,model5,1.7191676732
39,0,0,model7,3.2862455687,6,239,model7,3.2862455687
39,0,0,model13,3.0884919216,6,239,model13,3.0884919216
39,0,0,model8,5.0912228159,6,239,model8,5.0912228159
39,0,0,model20,0.059106537566,6,239,model20,0.059106537566
40,0,0,model17,0.018375204649,6,240,model17,0.018375204649
40,0,0,model5,1.7038229337,6,240,model5,1.7038229337
40,0,0,model7,3.3147866034,6,240,model7,3.3147866034
40,0,0,model13,3.0968323079,6,240,model13,3.0968323079
40,0,0,model8,5.0772781196,6,240,model8,5.0772781196
40,0,0,model20,0.060256124497,6,240,model20,0.060256124497
0,0,0,model12,0.01,7,240,model12,0.01
0,0,0,model5,1.7038229337,7,240,model5,1.7038229337
0,0,0,model7,3.3147866034,7,240,model7,3.3147866034
0,0,0,model13,3.0968323079,7,240,model13,3.0968323079
0,0,0,model8,5.0772781196,7,240,model8,5.0772781196
0,0,0,model20,0.060256124497,7,240,model20,0.060256124497
0,0,0,model17,0.018375204649,7,240,model17,0.018375204649
1,0,0,model12,0.01056973306,7,241,model12,0.01056973306
1,0,0,model5,1.6886302766,7,241,model5,1.6886302766
1,0,0,model7,3.3406119615,7,241,model7,3.3406119615
1,0,0,model13,3.1050879253,7,241,model13,3.1050879253
1,0,0,model8,5.0634715839,7,241,model8,5.0634715839
1,0,0,model20,0.061392929164,7,241,model20,0.061392929164
1,0,0,model17,0.01819971584,7,241,model17,0.01819971584
2,0,0,model12,0.010471661739,7,242,model12,0.010471661739
2,0,0,model5,1.6719993979,7,242,model5,1.6719993979
2,0,0,model7,3.3203918888,7,242,model7,3.3203918888
2,0,0,model13,3.082258201,7,242,model13,3.082258201
2,0,0,model8,5.0130841714,7,242,model8,5.0130841714
2,0,0,model20,0.061019725153,7,242,model20,0.061019725153
2,0,0,model17,0.018103835892,7,242,model17,0.018103835892
3,0,0,model12,0.01037457113,7,243,model12,0.01037457113
3,0,0,model5,1.655533211,7,243,model5,1.655533211
3,0,0,model7,3.2990594375,7,243,model7,3.2990594375
3,0,0,model13,3.059655157,7,243,model13,3.059655157
3,0,0,model8,4.9631991091,7,243,model8,4.9631991091
3,0,0,model20,0.060648729271,7,243,model20,0.060648729271
3,0,0,model17,0.018007283255,7,243,model17,0.018007283255
4,0,0,model12,0.010278451428,7,244,model12,0.010278451428
4,0,0,model5,1.6392313145,7,244,model5,1.6392313145
4,0,0,model7,3.2779230791,7,244,model7,3.2779230791
4,0,0,model13,3.0372777718,7,244,model13,3.0372777718
4,0,0,model8,4.9138125472,7,244,model8,4.9138125472
4,0,0,model20,0.060281093192,7,244,model20,0.060281093192
4,0,0,model17,0.017911321271,7,244,model17,0.017911321271
5,0,0,model12,0.010182076065,7,245,model12,0.010182076065
5,0,0,model5,1.6230921682,7,245,model5,1.6230921682
5,0,0,model7,3.2532467659,7,245,model7,3.2532467659
5,0,0,model13,3.0151238918,7,245,model13,3.0151238918
5,0,0,model8,4.8649195977,7,245,model8,4.8649195977
5,0,0,model20,0.059916880198,7,245,model20,0.059916880198
5,0,0,model17,0.01781604775,7,245,model17,0.01781604775
6,0,0,model12,0.010086932694,7,246,model12,0.010086932694
6,0,0,model5,1.6075428945,7,246,model5,1.6075428945
6,0,0,model7,3.2331806042,7,246,model7,3.2331806042
6,0,0,model13,2.9936200318,7,246,model13,2.9936200318
6,0,0,model8,4.8169193993,7,246,model8,4.8169193993
6,0,0,model20,0.05996013291,7,246,model20,0.05996013291
6,0,0,model17,0.01815405774,7,246,model17,0.01815405774
7,0,0,model12,0.0099926634389,7,247,model12,0.0099926634389
7,0,0,model5,1.5917204073,7,247,model5,1.5917204073
7,0,0,model7,3.2089545001,7,247,model7,3.2089545001
7,0,0,model13,2.971902504,7,247,model13,2.971902504
7,0,0,model8,4.7689951692,7,247,model8,4.7689951692
7,0,0,model20,0.05959891736,7,247,model20,0.05959891736
7,0,0,model17,0.018056129718,7,247,model17,0.018056129718
8,0,0,model12,0.0098994215117,7,248,model12,0.0098994215117
8,0,0,model5,1.5764844941,7,248,model5,1.5764844941
8,0,0,model7,3.1861836926,7,248,model7,3.1861836926
8,0,0,model13,2.9508305007,7,248,model13,2.9508305007
8,0,0,model8,4.7219538785,7,248,model8,4.7219538785
8,0,0,model20,0.059645013126,7,248,model20,0.059645013126
8,0,0,model17,0.018391378555,7,248,model17,0.018391378555
9,0,0,model12,0.0098070982245,7,249,model12,0.0098070982245
9,0,0,model5,1.5613327799,7,249,model5,1.5613327799
