cycle,x,y,species,biomass,seq_num,timestep,species,biomass
9,0,0,model7,3.1634487097,7,249,model7,3.1634487097
9,0,0,model13,2.9299010574,7,249,model13,2.9299010574
9,0,0,model8,4.6753187633,7,249,model8,4.6753187633
9,0,0,model20,0.059626410219,7,249,model20,0.059626410219
9,0,0,model17,0.01865450244,7,249,model17,0.01865450244
10,0,0,model12,0.0097156985363,7,250,model12,0.0097156985363
10,0,0,model5,1.5463432988,7,250,model5,1.5463432988
10,0,0,model7,3.1441972026,7,250,model7,3.1441972026
10,0,0,model13,2.9091916244,7,250,model13,2.9091916244
10,0,0,model8,4.6291600985,7,250,model8,4.6291600985
10,0,0,model20,0.059618092569,7,250,model20,0.059618092569
10,0,0,model17,0.018925807253,7,250,model17,0.018925807253
11,0,0,model12,0.0096251417768,7,251,model12,0.0096251417768
11,0,0,model5,1.5311328075,7,251,model5,1.5311328075
11,0,0,model7,3.1246035168,7,251,model7,3.1246035168
11,0,0,model13,2.8883183807,7,251,model13,2.8883183807
11,0,0,model8,4.5831134613,7,251,model8,4.5831134613
11,0,0,model20,0.059260297397,7,251,model20,0.059260297397
11,0,0,model17,0.018820161709,7,251,model17,0.018820161709
12,0,0,model12,0.0095355019845,7,252,model12,0.0095355019845
12,0,0,model5,1.5160744191,7,252,model5,1.5160744191
12,0,0,model7,3.1052057649,7,252,model7,3.1052057649
12,0,0,model13,2.8676538674,7,252,model13,2.8676538674
12,0,0,model8,4.5375272886,7,252,model8,4.5375272886
12,0,0,model20,0.058906078276,7,252,model20,0.058906078276
12,0,0,model17,0.018715570587,7,252,model17,0.018715570587
13,0,0,model12,0.0094467590167,7,253,model12,0.0094467590167
13,0,0,model5,1.5011666145,7,253,model5,1.5011666145
13,0,0,model7,3.0860019905,7,253,model7,3.0860019905
13,0,0,model13,2.8471959992,7,253,model13,2.8471959992
13,0,0,model8,4.4923969775,7,253,model8,4.4923969775
13,0,0,model20,0.058555401276,7,253,model20,0.058555401276
13,0,0,model17,0.018612025299,7,253,model17,0.018612025299
14,0,0,model12,0.0093589034945,7,254,model12,0.0093589034945
14,0,0,model5,1.486407888,7,254,model5,1.486407888
14,0,0,model7,3.0632514992,7,254,model7,3.0632514992
14,0,0,model13,2.8269427096,7,254,model13,2.8269427096
14,0,0,model8,4.4477179696,7,254,model8,4.4477179696
14,0,0,model20,0.058208231042,7,254,model20,0.058208231042
14,0,0,model17,0.018509515462,7,254,model17,0.018509515462
15,0,0,model12,0.0092719996135,7,255,model12,0.0092719996135
15,0,0,model5,1.4722246616,7,255,model5,1.4722246616
15,0,0,model7,3.0450841433,7,255,model7,3.0450841433
15,0,0,model13,2.8073198659,7,255,model13,2.8073198659
15,0,0,model8,4.4038890377,7,255,model8,4.4038890377
15,0,0,model20,0.058267820485,7,255,model20,0.058267820485
15,0,0,model17,0.018839788086,7,255,model17,0.018839788086
16,0,0,model12,0.0091858799498,7,256,model12,0.0091858799498
16,0,0,model5,1.4577553566,7,256,model5,1.4577553566
16,0,0,model7,3.026481588,7,256,model7,3.026481588
16,0,0,model13,2.7874653397,7,256,model13,2.7874653397
16,0,0,model8,4.3600951111,7,256,model8,4.3600951111
16,0,0,model20,0.057923528015,7,256,model20,0.057923528015
16,0,0,model17,0.018735002714,7,256,model17,0.018735002714
17,0,0,model12,0.0091006327798,7,257,model12,0.0091006327798
17,0,0,model5,1.4434307427,7,257,model5,1.4434307427
17,0,0,model7,3.0080650555,7,257,model7,3.0080650555
17,0,0,model13,2.7678093569,7,257,model13,2.7678093569
17,0,0,model8,4.3167391219,7,257,model8,4.3167391219
17,0,0,model20,0.057582676588,7,257,model20,0.057582676588
17,0,0,model17,0.018631263181,7,257,model17,0.018631263181
18,0,0,model12,0.0090162385041,7,258,model12,0.0090162385041
18,0,0,model5,1.4292493749,7,258,model5,1.4292493749
18,0,0,model7,2.9898326881,7,258,model7,2.9898326881
18,0,0,model13,2.7483499338,7,258,model13,2.7483499338
18,0,0,model8,4.2738166925,7,258,model8,4.2738166925
18,0,0,model20,0.057245233604,7,258,model20,0.057245233604
18,0,0,model17,0.018528560968,7,258,model17,0.018528560968
19,0,0,model12,0.0089326881871,7,259,model12,0.0089326881871
19,0,0,model5,1.4152098207,7,259,model5,1.4152098207
19,0,0,model7,2.971577926,7,259,model7,2.971577926
19,0,0,model13,2.7290851049,7,259,model13,2.7290851049
19,0,0,model8,4.2313234874,7,259,model8,4.2313234874
19,0,0,model20,0.056911165047,7,259,model20,0.056911165047
19,0,0,model17,0.018426885774,7,259,model17,0.018426885774
20,0,0,model12,0.0088499922839,7,260,model12,0.0088499922839
20,0,0,model5,1.4013340901,7,260,model5,1.4013340901
20,0,0,model7,2.9537442037,7,260,model7,2.9537442037
20,0,0,model13,2.7100363523,7,260,model13,2.7100363523
20,0,0,model8,4.1892772941,7,260,model8,4.1892772941
20,0,0,model20,0.05660251704,7,260,model20,0.05660251704
20,0,0,model17,0.018349865884,7,260,model17,0.018349865884
21,0,0,model12,0.0087681013931,7,261,model12,0.0087681013931
21,0,0,model5,1.3875736894,7,261,model5,1.3875736894
21,0,0,model7,2.9360550456,7,261,model7,2.9360550456
21,0,0,model13,2.6911546598,7,261,model13,2.6911546598
21,0,0,model8,4.1476294835,7,261,model8,4.1476294835
21,0,0,model20,0.056274876155,7,261,model20,0.056274876155
21,0,0,model17,0.018249978182,7,261,model17,0.018249978182
22,0,0,model12,0.0086870323342,7,262,model12,0.0086870323342
22,0,0,model5,1.3739508921,7,262,model5,1.3739508921
22,0,0,model7,2.9148055013,7,262,model7,2.9148055013
22,0,0,model13,2.6724617837,7,262,model13,2.6724617837
22,0,0,model8,4.1063981505,7,262,model8,4.1063981505
22,0,0,model20,0.055950511191,7,262,model20,0.055950511191
22,0,0,model17,0.018151088837,7,262,model17,0.018151088837
23,0,0,model12,0.0086068471556,7,263,model12,0.0086068471556
23,0,0,model5,1.3608920665,7,263,model5,1.3608920665
23,0,0,model7,2.8981223616,7,263,model7,2.8981223616
23,0,0,model13,2.6543835801,7,263,model13,2.6543835801
23,0,0,model8,4.0659822574,7,263,model8,4.0659822574
23,0,0,model20,0.05603251846,7,263,model20,0.05603251846
23,0,0,model17,0.018484775103,7,263,model17,0.018484775103
24,0,0,model12,0.0085273790171,7,264,model12,0.0085273790171
24,0,0,model5,1.3475360875,7,264,model5,1.3475360875
24,0,0,model7,2.8809894242,7,264,model7,2.8809894242
24,0,0,model13,2.6360584168,7,264,model13,2.6360584168
24,0,0,model8,4.0255673986,7,264,model8,4.0255673986
24,0,0,model20,0.05571057901,7,264,model20,0.05571057901
24,0,0,model17,0.018383539861,7,264,model17,0.018383539861
25,0,0,model12,0.0084487168564,7,265,model12,0.0084487168564
25,0,0,model5,1.3343136663,7,265,model5,1.3343136663
25,0,0,model7,2.8640278133,7,265,model7,2.8640278133
25,0,0,model13,2.6179165032,7,265,model13,2.6179165032
25,0,0,model8,3.9855566865,7,265,model8,3.9855566865
25,0,0,model20,0.055391857073,7,265,model20,0.055391857073
25,0,0,model17,0.018283314957,7,265,model17,0.018283314957
26,0,0,model12,0.0083708417401,7,266,model12,0.0083708417401
26,0,0,model5,1.3212234692,7,266,model5,1.3212234692
26,0,0,model7,2.8472358183,7,266,model7,2.8472358183
26,0,0,model13,2.5999560086,7,266,model13,2.5999560086
26,0,0,model8,3.9459460815,7,266,model8,3.9459460815
26,0,0,model20,0.055076322284,7,266,model20,0.055076322284
26,0,0,model17,0.018184092226,7,266,model17,0.018184092226
27,0,0,model12,0.0082937453907,7,267,model12,0.0082937453907
27,0,0,model5,1.3082641741,7,267,model5,1.3082641741
27,0,0,model7,2.8306117434,7,267,model7,2.8306117434
27,0,0,model13,2.5821751189,7,267,model13,2.5821751189
27,0,0,model8,3.9067315825,7,267,model8,3.9067315825
27,0,0,model20,0.054763942841,7,267,model20,0.054763942841
27,0,0,model17,0.018085861719,7,267,model17,0.018085861719
28,0,0,model12,0.0082174200054,7,268,model12,0.0082174200054
28,0,0,model5,1.295434472,7,268,model5,1.295434472
28,0,0,model7,2.8141539091,7,268,model7,2.8141539091
28,0,0,model13,2.5645720382,7,268,model13,2.5645720382
28,0,0,model8,3.8679092285,7,268,model8,3.8679092285
28,0,0,model20,0.054454687192,7,268,model20,0.054454687192
28,0,0,model17,0.017988613518,7,268,model17,0.017988613518
29,0,0,model12,0.0081418578739,7,269,model12,0.0081418578739
29,0,0,model5,1.2827330668,7,269,model5,1.2827330668
29,0,0,model7,2.797656274,7,269,model7,2.797656274
29,0,0,model13,2.5471449883,7,269,model13,2.5471449883
29,0,0,model8,3.829475098,7,269,model8,3.829475098
29,0,0,model20,0.054148524099,7,269,model20,0.054148524099
29,0,0,model17,0.017892337798,7,269,model17,0.017892337798
30,0,0,model12,0.0080670702493,7,270,model12,0.0080670702493
30,0,0,model5,1.270182065,7,270,model5,1.270182065
30,0,0,model7,2.7815617122,7,270,model7,2.7815617122
30,0,0,model13,2.5299155981,7,270,model13,2.5299155981
30,0,0,model8,3.791447352,7,270,model8,3.791447352
30,0,0,model20,0.053867465921,7,270,model20,0.053867465921
30,0,0,model17,0.017820624225,7,270,model17,0.017820624225
31,0,0,model12,0.0079930085828,7,271,model12,0.0079930085828
31,0,0,model5,1.2577331845,7,271,model5,1.2577331845
31,0,0,model7,2.7655943791,7,271,model7,2.7655943791
31,0,0,model13,2.5128351131,7,271,model13,2.5128351131
31,0,0,model8,3.7537778408,7,271,model8,3.7537778408
31,0,0,model20,0.053567175547,7,271,model20,0.053567175547
31,0,0,model17,0.01772602894,7,271,model17,0.01772602894
32,0,0,model12,0.0079196904521,7,272,model12,0.0079196904521
32,0,0,model5,1.2454087922,7,272,model5,1.2454087922
32,0,0,model7,2.7497867185,7,272,model7,2.7497867185
32,0,0,model13,2.4959254324,7,272,model13,2.4959254324
32,0,0,model8,3.7164850242,7,272,model8,3.7164850242
32,0,0,model20,0.053269887589,7,272,model20,0.053269887589
32,0,0,model17,0.017632379086,7,272,model17,0.017632379086
33,0,0,model12,0.007847105612,7,273,model12,0.007847105612
33,0,0,model5,1.2332076439,7,273,model5,1.2332076439
33,0,0,model7,2.7341371345,7,273,model7,2.7341371345
33,0,0,model13,2.4791848486,7,273,model13,2.4791848486
33,0,0,model8,3.6795651358,7,273,model8,3.6795651358
33,0,0,model20,0.052975572494,7,273,model20,0.052975572494
33,0,0,model17,0.017539665712,7,273,model17,0.017539665712
34,0,0,model12,0.0077752466243,7,274,model12,0.0077752466243
34,0,0,model5,1.221128507,7,274,model5,1.221128507
34,0,0,model7,2.7186440464,7,274,model7,2.7186440464
34,0,0,model13,2.4626116705,7,274,model13,2.4626116705
34,0,0,model8,3.6430144463,7,274,model8,3.6430144463
34,0,0,model20,0.052684200548,7,274,model20,0.052684200548
34,0,0,model17,0.01744787947,7,274,model17,0.01744787947
35,0,0,model12,0.0077041062267,7,275,model12,0.0077041062267
35,0,0,model5,1.2091701616,7,275,model5,1.2091701616
35,0,0,model7,2.7033058891,7,275,model7,2.7033058891
35,0,0,model13,2.4462042243,7,275,model13,2.4462042243
35,0,0,model8,3.6068292636,7,275,model8,3.6068292636
35,0,0,model20,0.052395742322,7,275,model20,0.052395742322
35,0,0,model17,0.017357011091,7,275,model17,0.017357011091
36,0,0,model12,0.007633677233,7,276,model12,0.007633677233
36,0,0,model5,1.1973313995,7,276,model5,1.1973313995
36,0,0,model7,2.6881211135,7,276,model7,2.6881211135
36,0,0,model13,2.4299608525,7,276,model13,2.4299608525
36,0,0,model8,3.5710059328,7,276,model8,3.5710059328
36,0,0,model20,0.052110168678,7,276,model20,0.052110168678
36,0,0,model17,0.017267051396,7,276,model17,0.017267051396
37,0,0,model12,0.0075639525293,7,277,model12,0.0075639525293
37,0,0,model5,1.1856110251,7,277,model5,1.1856110251
37,0,0,model7,2.6730881855,7,277,model7,2.6730881855
37,0,0,model13,2.4138799144,7,277,model13,2.4138799144
37,0,0,model8,3.5355408353,7,277,model8,3.5355408353
37,0,0,model20,0.051827450771,7,277,model20,0.051827450771
37,0,0,model17,0.017177991298,7,277,model17,0.017177991298
38,0,0,model12,0.0074949250726,7,278,model12,0.0074949250726
38,0,0,model5,1.1740078545,7,278,model5,1.1740078545
38,0,0,model7,2.6582055869,7,278,model7,2.6582055869
38,0,0,model13,2.3979597857,7,278,model13,2.3979597857
38,0,0,model8,3.5004303888,7,278,model8,3.5004303888
38,0,0,model20,0.051547560042,7,278,model20,0.051547560042
38,0,0,model17,0.0170898218,7,278,model17,0.0170898218
39,0,0,model12,0.0074265878905,7,279,model12,0.0074265878905
39,0,0,model5,1.1625207155,7,279,model5,1.1625207155
39,0,0,model7,2.6434718142,7,279,model7,2.6434718142
39,0,0,model13,2.3821988583,7,279,model13,2.3821988583
39,0,0,model8,3.4656710467,7,279,model8,3.4656710467
39,0,0,model20,0.051270468221,7,279,model20,0.051270468221
39,0,0,model17,0.017002533998,7,279,model17,0.017002533998
40,0,0,model12,0.0073589340802,7,280,model12,0.0073589340802
40,0,0,model5,1.1511484479,7,280,model5,1.1511484479
40,0,0,model7,2.6288853793,7,280,model7,2.6288853793
40,0,0,model13,2.3665955402,7,280,model13,2.3665955402
40,0,0,model8,3.431259298,7,280,model8,3.431259298
40,0,0,model20,0.050996147318,7,280,model20,0.050996147318
40,0,0,model17,0.016916119074,7,280,model17,0.016916119074
0,0,0,model18,0.01,8,280,model18,0.01
0,0,0,model5,1.1511484479,8,280,model5,1.1511484479
0,0,0,model7,2.6288853793,8,280,model7,2.6288853793
0,0,0,model13,2.3665955402,8,280,model13,2.3665955402
0,0,0,model8,3.431259298,8,280,model8,3.431259298
0,0,0,model20,0.050996147318,8,280,model20,0.050996147318
0,0,0,model17,0.016916119074,8,280,model17,0.016916119074
0,0,0,model12,0.0073589340802,8,280,model12,0.0073589340802
1,0,0,model18,0.013388156673,8,281,model18,0.013388156673
1,0,0,model5,1.139889903,8,281,model5,1.139889903
1,0,0,model7,2.6121403592,8,281,model7,2.6121403592
1,0,0,model13,2.3495497105,8,281,model13,2.3495497105
1,0,0,model8,3.3971916668,8,281,model8,3.3971916668
1,0,0,model20,0.050724569624,8,281,model20,0.050724569624
1,0,0,model17,0.016830568299,8,281,model17,0.016830568299
1,0,0,model12,0.007291956808,8,281,model12,0.007291956808
2,0,0,model18,0.016039266562,8,282,model18,0.016039266562
2,0,0,model5,1.1290377786,8,282,model5,1.1290377786
2,0,0,model7,3.320055621,8,282,model7,3.320055621
2,0,0,model13,2.6171066034,8,282,model13,2.6171066034
2,0,0,model8,3.6124716655,8,282,model8,3.6124716655
2,0,0,model20,0.050732633547,8,282,model20,0.050732633547
2,0,0,model17,0.01721394959,8,282,model17,0.01721394959
2,0,0,model12,0.010675217834,8,282,model12,0.010675217834
3,0,0,model18,0.020905068344,8,283,model18,0.020905068344
3,0,0,model5,1.1657564926,8,283,model5,1.1657564926
3,0,0,model7,4.0363770717,8,283,model7,4.0363770717
3,0,0,model13,2.8881280098,8,283,model13,2.8881280098
3,0,0,model8,3.8054321387,8,283,model8,3.8054321387
3,0,0,model20,0.066859629792,8,283,model20,0.066859629792
3,0,0,model17,0.022012880043,8,283,model17,0.022012880043
3,0,0,model12,0.012770430219,8,283,model12,0.012770430219
4,0,0,model18,0.027428766452,8,284,model18,0.027428766452
4,0,0,model5,1.2141165475,8,284,model5,1.2141165475
4,0,0,model7,4.6616766699,8,284,model7,4.6616766699
4,0,0,model13,3.1725764544,8,284,model13,3.1725764544
4,0,0,model8,3.930616774,8,284,model8,3.930616774
4,0,0,model20,0.072686586005,8,284,model20,0.072686586005
4,0,0,model17,0.02974205572,8,284,model17,0.02974205572
4,0,0,model12,0.015011137028,8,284,model12,0.015011137028
5,0,0,model18,0.032703724883,8,285,model18,0.032703724883
5,0,0,model5,1.4709325919,8,285,model5,1.4709325919
5,0,0,model7,5.2933723318,8,285,model7,5.2933723318
5,0,0,model13,3.4098078998,8,285,model13,3.4098078998
5,0,0,model8,4.0385187401,8,285,model8,4.0385187401
5,0,0,model20,0.077940644522,8,285,model20,0.077940644522
5,0,0,model17,0.038574269144,8,285,model17,0.038574269144
5,0,0,model12,0.017450753891,8,285,model12,0.017450753891
6,0,0,model18,0.038111519128,8,286,model18,0.038111519128
6,0,0,model5,1.7661870977,8,286,model5,1.7661870977
6,0,0,model7,6.0221700946,8,286,model7,6.0221700946
6,0,0,model13,3.6856736524,8,286,model13,3.6856736524
6,0,0,model8,4.1536421098,8,286,model8,4.1536421098
6,0,0,model20,0.083390117987,8,286,model20,0.083390117987
6,0,0,model17,0.050124714625,8,286,model17,0.050124714625
6,0,0,model12,0.020118531997,8,286,model12,0.020118531997
7,0,0,model18,0.046527849453,8,287,model18,0.046527849453
7,0,0,model5,2.0120731628,8,287,model5,2.0120731628
7,0,0,model7,6.6738584755,8,287,model7,6.6738584755
7,0,0,model13,3.931095909,8,287,model13,3.931095909
7,0,0,model8,4.2190382287,8,287,model8,4.2190382287
7,0,0,model20,0.087034317629,8,287,model20,0.087034317629
7,0,0,model17,0.10561887886,8,287,model17,0.10561887886
7,0,0,model12,0.022917128366,8,287,model12,0.022917128366
8,0,0,model18,0.046062570959,8,288,model18,0.046062570959
8,0,0,model5,1.9935793901,8,288,model5,1.9935793901
8,0,0,model7,6.6114884791,8,288,model7,6.6114884791
8,0,0,model13,4.4467325078,8,288,model13,4.4467325078
8,0,0,model8,4.5553840831,8,288,model8,4.5553840831
8,0,0,model20,0.086163974453,8,288,model20,0.086163974453
8,0,0,model17,0.10456269007,8,288,model17,0.10456269007
8,0,0,model12,0.022687957082,8,288,model12,0.022687957082
9,0,0,model18,0.045601945249,8,289,model18,0.045601945249
9,0,0,model5,1.9749585634,8,289,model5,1.9749585634
9,0,0,model7,6.547098758,8,289,model7,6.547098758
9,0,0,model13,4.6748736075,8,289,model13,4.6748736075
9,0,0,model8,4.8054743054,8,289,model8,4.8054743054
9,0,0,model20,0.085302334708,8,289,model20,0.085302334708
9,0,0,model17,0.10351706317,8,289,model17,0.10351706317
9,0,0,model12,0.022461077511,8,289,model12,0.022461077511
10,0,0,model18,0.045145925797,8,290,model18,0.045145925797
10,0,0,model5,1.9575024337,8,290,model5,1.9575024337
10,0,0,model7,6.4846354461,8,290,model7,6.4846354461
10,0,0,model13,4.9147195626,8,290,model13,4.9147195626
10,0,0,model8,5.1194106395,8,290,model8,5.1194106395
10,0,0,model20,0.084449311361,8,290,model20,0.084449311361
10,0,0,model17,0.10248189254,8,290,model17,0.10248189254
10,0,0,model12,0.022236466736,8,290,model12,0.022236466736
11,0,0,model18,0.044694466539,8,291,model18,0.044694466539
11,0,0,model5,1.9395440114,8,291,model5,1.9395440114
11,0,0,model7,6.4219076287,8,291,model7,6.4219076287
11,0,0,model13,5.0785917366,8,291,model13,5.0785917366
11,0,0,model8,5.3695150609,8,291,model8,5.3695150609
11,0,0,model20,0.083604818247,8,291,model20,0.083604818247
11,0,0,model17,0.10145707361,8,291,model17,0.10145707361
11,0,0,model12,0.022014102069,8,291,model12,0.022014102069
12,0,0,model18,0.044247521873,8,292,model18,0.044247521873
12,0,0,model5,1.9217507502,8,292,model5,1.9217507502
12,0,0,model7,6.3597871304,8,292,model7,6.3597871304
12,0,0,model13,5.2479279231,8,292,model13,5.2479279231
12,0,0,model8,5.6318381196,8,292,model8,5.6318381196
12,0,0,model20,0.082768770065,8,292,model20,0.082768770065
12,0,0,model17,0.10044250288,8,292,model17,0.10044250288
12,0,0,model12,0.021793961048,8,292,model12,0.021793961048
13,0,0,model18,0.043805046655,8,293,model18,0.043805046655
13,0,0,model5,1.9038646156,8,293,model5,1.9038646156
13,0,0,model7,6.2982680586,8,293,model7,6.2982680586
13,0,0,model13,5.2225631185,8,293,model13,5.2225631185
13,0,0,model8,5.802981404,8,293,model8,5.802981404
13,0,0,model20,0.081941082364,8,293,model20,0.081941082364
13,0,0,model17,0.099438077848,8,293,model17,0.099438077848
13,0,0,model12,0.021576021438,8,293,model12,0.021576021438
14,0,0,model18,0.043366996188,8,294,model18,0.043366996188
14,0,0,model5,1.8863990164,8,294,model5,1.8863990164
14,0,0,model7,6.2373439992,8,294,model7,6.2373439992
14,0,0,model13,5.1973209095,8,294,model13,5.1973209095
14,0,0,model8,5.9793254814,8,294,model8,5.9793254814
14,0,0,model20,0.081121671541,8,294,model20,0.081121671541
14,0,0,model17,0.09844369707,8,294,model17,0.09844369707
14,0,0,model12,0.021360261223,8,294,model12,0.021360261223
15,0,0,model18,0.042933326226,8,295,model18,0.042933326226
15,0,0,model5,1.8688657573,8,295,model5,1.8688657573
15,0,0,model7,6.1770083533,8,295,model7,6.1770083533
15,0,0,model13,5.1722007036,8,295,model13,5.1722007036
15,0,0,model8,6.1031324961,8,295,model8,6.1031324961
15,0,0,model20,0.080310454825,8,295,model20,0.080310454825
15,0,0,model17,0.097459260099,8,295,model17,0.097459260099
15,0,0,model12,0.021146658611,8,295,model12,0.021146658611
16,0,0,model18,0.042503992964,8,296,model18,0.042503992964
16,0,0,model5,1.8512065516,8,296,model5,1.8512065516
16,0,0,model7,6.1165843032,8,296,model7,6.1165843032
16,0,0,model13,5.1472019113,8,296,model13,5.1472019113
16,0,0,model8,6.2295030403,8,296,model8,6.2295030403
16,0,0,model20,0.079507350277,8,296,model20,0.079507350277
16,0,0,model17,0.096484667498,8,296,model17,0.096484667498
16,0,0,model12,0.020935192025,8,296,model12,0.020935192025
17,0,0,model18,0.042078953034,8,297,model18,0.042078953034
17,0,0,model5,1.8342231072,8,297,model5,1.8342231072
17,0,0,model7,6.0574164976,8,297,model7,6.0574164976
17,0,0,model13,5.1223239455,8,297,model13,5.1223239455
17,0,0,model8,6.358490194,8,297,model8,6.358490194
17,0,0,model20,0.078712276774,8,297,model20,0.078712276774
17,0,0,model17,0.095519820823,8,297,model17,0.095519820823
17,0,0,model12,0.020725840105,8,297,model12,0.020725840105
18,0,0,model18,0.041658163504,8,298,model18,0.041658163504
18,0,0,model5,1.8168912701,8,298,model5,1.8168912701
18,0,0,model7,5.9981623381,8,298,model7,5.9981623381
18,0,0,model13,5.0975662224,8,298,model13,5.0975662224
18,0,0,model8,6.461375897,8,298,model8,6.461375897
18,0,0,model20,0.077925154006,8,298,model20,0.077925154006
18,0,0,model17,0.094564622615,8,298,model17,0.094564622615
18,0,0,model12,0.020518581704,8,298,model12,0.020518581704
19,0,0,model18,0.041241581869,8,299,model18,0.041241581869
19,0,0,model5,1.7997236491,8,299,model5,1.7997236491
19,0,0,model7,5.9394883889,8,299,model7,5.9394883889
19,0,0,model13,5.0729281608,8,299,model13,5.0729281608
19,0,0,model8,6.5659263768,8,299,model8,6.5659263768
19,0,0,model20,0.077145902466,8,299,model20,0.077145902466
19,0,0,model17,0.093618976389,8,299,model17,0.093618976389
19,0,0,model12,0.020313395887,8,299,model12,0.020313395887
20,0,0,model18,0.04082916605,8,300,model18,0.04082916605
20,0,0,model5,1.7830571864,8,300,model5,1.7830571864
20,0,0,model7,5.8820340494,8,300,model7,5.8820340494
20,0,0,model13,5.0484091823,8,300,model13,5.0484091823
20,0,0,model8,6.6721685711,8,300,model8,6.6721685711
20,0,0,model20,0.076374443442,8,300,model20,0.076374443442
20,0,0,model17,0.092682786625,8,300,model17,0.092682786625
20,0,0,model12,0.020110261928,8,300,model12,0.020110261928
21,0,0,model18,0.04042087439,8,301,model18,0.04042087439
21,0,0,model5,1.7666990679,8,301,model5,1.7666990679
21,0,0,model7,5.825135267,8,301,model7,5.825135267
21,0,0,model13,5.0240087114,8,301,model13,5.0240087114
21,0,0,model8,6.7801298532,8,301,model8,6.7801298532
21,0,0,model20,0.075610699007,8,301,model20,0.075610699007
21,0,0,model17,0.091755958759,8,301,model17,0.091755958759
21,0,0,model12,0.019909159309,8,301,model12,0.019909159309
22,0,0,model18,0.040016665646,8,302,model18,0.040016665646
22,0,0,model5,1.7504910474,8,302,model5,1.7504910474
22,0,0,model7,5.7687869176,8,302,model7,5.7687869176
22,0,0,model13,4.9997261752,8,302,model13,4.9997261752
22,0,0,model8,6.8818299546,8,302,model8,6.8818299546
22,0,0,model20,0.074854592017,8,302,model20,0.074854592017
22,0,0,model17,0.090838399171,8,302,model17,0.090838399171
22,0,0,model12,0.019710067715,8,302,model12,0.019710067715
23,0,0,model18,0.039616498989,8,303,model18,0.039616498989
23,0,0,model5,1.7344317471,8,303,model5,1.7344317471
23,0,0,model7,5.7129836758,8,303,model7,5.7129836758
23,0,0,model13,4.9755610038,8,303,model13,4.9755610038
23,0,0,model8,6.9850555299,8,303,model8,6.9850555299
23,0,0,model20,0.074106046097,8,303,model20,0.074106046097
23,0,0,model17,0.089930015179,8,303,model17,0.089930015179
23,0,0,model12,0.019512967038,8,303,model12,0.019512967038
24,0,0,model18,0.039220333999,8,304,model18,0.039220333999
24,0,0,model5,1.718519802,8,304,model5,1.718519802
24,0,0,model7,5.6577202677,8,304,model7,5.6577202677
24,0,0,model13,4.9515126299,8,304,model13,4.9515126299
24,0,0,model8,7.0803769675,8,304,model8,7.0803769675
24,0,0,model20,0.073364985636,8,304,model20,0.073364985636
24,0,0,model17,0.089030715028,8,304,model17,0.089030715028
24,0,0,model12,0.019317837368,8,304,model12,0.019317837368
25,0,0,model18,0.038828130659,8,305,model18,0.038828130659
25,0,0,model5,1.7027538595,8,305,model5,1.7027538595
25,0,0,model7,5.6029914704,8,305,model7,5.6029914704
25,0,0,model13,4.9275804889,8,305,model13,4.9275804889
25,0,0,model8,7.1769992074,8,305,model8,7.1769992074
25,0,0,model20,0.07263133578,8,305,model20,0.07263133578
25,0,0,model17,0.088140407877,8,305,model17,0.088140407877
25,0,0,model12,0.019124658994,8,305,model12,0.019124658994
26,0,0,model18,0.038439849353,8,306,model18,0.038439849353
26,0,0,model5,1.6871325795,8,306,model5,1.6871325795
26,0,0,model7,5.5487921114,8,306,model7,5.5487921114
26,0,0,model13,4.9037640192,8,306,model13,4.9037640192
26,0,0,model8,7.274940001,8,306,model8,7.274940001
26,0,0,model20,0.071905022422,8,306,model20,0.071905022422
26,0,0,model17,0.087259003799,8,306,model17,0.087259003799
26,0,0,model12,0.018933412404,8,306,model12,0.018933412404
27,0,0,model18,0.038055450859,8,307,model18,0.038055450859
27,0,0,model5,1.6716546342,8,307,model5,1.6716546342
27,0,0,model7,5.4951170686,8,307,model7,5.4951170686
27,0,0,model13,4.8800626616,8,307,model13,4.8800626616
27,0,0,model8,7.3704553196,8,307,model8,7.3704553196
27,0,0,model20,0.071185972198,8,307,model20,0.071185972198
27,0,0,model17,0.086386413761,8,307,model17,0.086386413761
27,0,0,model12,0.01874407828,8,307,model12,0.01874407828
28,0,0,model18,0.037674896351,8,308,model18,0.037674896351
28,0,0,model5,1.656318708,8,308,model5,1.656318708
28,0,0,model7,5.4419612693,8,308,model7,5.4419612693
28,0,0,model13,4.8564758597,8,308,model13,4.8564758597
28,0,0,model8,7.4662254242,8,308,model8,7.4662254242
28,0,0,model20,0.070474112476,8,308,model20,0.070474112476
28,0,0,model17,0.085522549623,8,308,model17,0.085522549623
28,0,0,model12,0.018556637497,8,308,model12,0.018556637497
29,0,0,model18,0.037298147387,8,309,model18,0.037298147387
29,0,0,model5,1.6411234973,8,309,model5,1.6411234973
29,0,0,model7,5.3893196897,8,309,model7,5.3893196897
29,0,0,model13,4.8330030599,8,309,model13,4.8330030599
29,0,0,model8,7.5584389696,8,309,model8,7.5584389696
29,0,0,model20,0.069769371351,8,309,model20,0.069769371351
29,0,0,model17,0.084667324127,8,309,model17,0.084667324127
29,0,0,model12,0.018371071122,8,309,model12,0.018371071122
30,0,0,model18,0.036925165913,8,310,model18,0.036925165913
30,0,0,model5,1.6260677107,8,310,model5,1.6260677107
30,0,0,model7,5.3371873549,8,310,model7,5.3371873549
