,model1,model2,phylum1,phylum2,jaccard_distance
959,11,26,Firmicutes,Firmicutes,0.5008328706274292
724,8,61,Firmicutes,Firmicutes,0.5010073875083949
2382,28,89,Firmicutes,Actinobacteria,0.5010830324909747
2976,37,80,Bacteroidetes,Bacteroidetes,0.5010917030567685
1510,17,64,Actinobacteria,Firmicutes,0.5011102886750556
3427,45,63,Firmicutes,Firmicutes,0.5011476664116297
2622,32,51,Firmicutes,Actinobacteria,0.5011655011655012
1695,19,86,Actinobacteria,Bacteroidetes,0.5013713658804169
3404,44,95,Firmicutes,Firmicutes,0.5015060240963856
1916,22,70,Firmicutes,Actinobacteria,0.501628664495114
4508,70,94,Actinobacteria,Firmicutes,0.501628664495114
1476,17,30,Actinobacteria,Firmicutes,0.5016350555918901
2257,27,36,Firmicutes,Actinobacteria,0.5016685205784205
846,9,92,Firmicutes,Firmicutes,0.5016812373907196
2455,29,91,Firmicutes,Firmicutes,0.5017899761336515
2074,24,75,Proteobacteria,Bacteroidetes,0.5018181818181818
4168,60,99,Firmicutes,Firmicutes,0.5018518518518518
525,6,47,Proteobacteria,Fusobacteria,0.5020242914979758
241,3,48,Proteobacteria,Fusobacteria,0.5022271714922049
4938,95,99,Firmicutes,Firmicutes,0.5022920759659464
3366,44,57,Firmicutes,Firmicutes,0.5023569023569023
792,9,38,Firmicutes,Actinobacteria,0.5023728813559323
2119,25,45,Firmicutes,Firmicutes,0.5024
325,4,36,Proteobacteria,Actinobacteria,0.5024766097963677
723,8,60,Firmicutes,Firmicutes,0.5028449502133713
2496,30,62,Firmicutes,Firmicutes,0.5029742233972241
70,1,72,Firmicutes,Proteobacteria,0.5030456852791878
1555,18,27,Firmicutes,Firmicutes,0.5030562347188263
580,7,9,Firmicutes,Firmicutes,0.5030633083730429
2239,26,91,Firmicutes,Firmicutes,0.5030758714969241
2211,26,63,Firmicutes,Firmicutes,0.503114186851211
4473,69,89,Actinobacteria,Actinobacteria,0.503280839895013
1397,16,34,Actinobacteria,Actinobacteria,0.5033557046979866
4543,71,100,Firmicutes,Proteobacteria,0.503384912959381
770,9,16,Firmicutes,Actinobacteria,0.5034106412005457
951,11,18,Firmicutes,Firmicutes,0.5034642032332564
3065,39,46,Proteobacteria,Fusobacteria,0.5035641547861507
2280,27,59,Firmicutes,Firmicutes,0.5037550548815714
442,5,58,Actinobacteria,Firmicutes,0.5037748798901853
4016,57,70,Firmicutes,Actinobacteria,0.5037783375314862
3014,38,56,Actinobacteria,Firmicutes,0.5037800687285223
4499,70,85,Actinobacteria,Firmicutes,0.5041208791208791
4515,71,72,Firmicutes,Proteobacteria,0.5042778057372924
581,7,10,Firmicutes,Firmicutes,0.5043478260869565
4875,88,92,Firmicutes,Firmicutes,0.5043731778425655
1301,15,22,Actinobacteria,Firmicutes,0.5044642857142857
2051,24,52,Proteobacteria,Proteobacteria,0.504592112371691
2567,31,64,Firmicutes,Firmicutes,0.5046413502109705
4882,88,99,Firmicutes,Firmicutes,0.5049115913555993
4128,59,99,Firmicutes,Firmicutes,0.5049627791563276
4764,81,86,Bacteroidetes,Bacteroidetes,0.5049627791563276
946,11,13,Firmicutes,Actinobacteria,0.5050761421319797
1394,16,31,Actinobacteria,Firmicutes,0.5051958433253397
1,1,3,Firmicutes,Proteobacteria,0.5054764512595837
1905,22,59,Firmicutes,Firmicutes,0.5055591890124265
948,11,15,Firmicutes,Actinobacteria,0.5056179775280899
2498,30,64,Firmicutes,Firmicutes,0.5056657223796034
4547,72,76,Proteobacteria,Proteobacteria,0.505901287553648
2927,36,94,Actinobacteria,Firmicutes,0.5059412132582864
2497,30,63,Firmicutes,Firmicutes,0.5059523809523809
4525,71,82,Firmicutes,Bacteroidetes,0.5060728744939271
612,7,41,Firmicutes,Firmicutes,0.5061058344640434
1307,15,28,Actinobacteria,Firmicutes,0.5061409179056238
1627,18,99,Firmicutes,Firmicutes,0.5062541145490453
2544,31,41,Firmicutes,Firmicutes,0.5062638172439204
2633,32,62,Firmicutes,Firmicutes,0.5064846416382253
900,10,56,Firmicutes,Firmicutes,0.5065070275897969
4561,72,90,Proteobacteria,Proteobacteria,0.5065136476426799
1866,21,98,Proteobacteria,Firmicutes,0.5068027210884354
3019,38,61,Actinobacteria,Firmicutes,0.5068049254698639
1226,14,32,Actinobacteria,Firmicutes,0.5069191551347414
338,4,49,Proteobacteria,Fusobacteria,0.5069605568445475
2,1,4,Firmicutes,Proteobacteria,0.5069637883008357
1310,15,31,Actinobacteria,Firmicutes,0.5069699192956714
600,7,29,Firmicutes,Firmicutes,0.5070422535211268
527,6,49,Proteobacteria,Fusobacteria,0.5072383073496659
2395,29,31,Firmicutes,Firmicutes,0.5072559366754618
4546,72,75,Proteobacteria,Bacteroidetes,0.5072886297376094
3840,53,72,Proteobacteria,Proteobacteria,0.5074626865671642
3124,40,45,Firmicutes,Firmicutes,0.5075653370013755
1653,19,44,Actinobacteria,Firmicutes,0.5076433121019108
342,4,53,Proteobacteria,Proteobacteria,0.5076574021554169
3000,38,42,Actinobacteria,Firmicutes,0.5076717811874583
4481,69,97,Actinobacteria,Actinobacteria,0.5078125
2007,23,84,Proteobacteria,Proteobacteria,0.5078369905956113
2621,32,50,Firmicutes,Actinobacteria,0.5078809106830122
1075,12,54,Bacteroidetes,Proteobacteria,0.5078947368421053
1073,12,52,Bacteroidetes,Proteobacteria,0.5079938112429088
2390,28,97,Firmicutes,Actinobacteria,0.5082612116443745
4114,59,85,Firmicutes,Firmicutes,0.5082758620689656
1587,18,59,Firmicutes,Firmicutes,0.5084865629420086
2399,29,35,Firmicutes,Actinobacteria,0.5085421412300684
2380,28,87,Firmicutes,Firmicutes,0.508695652173913
4197,61,89,Firmicutes,Actinobacteria,0.508736559139785
601,7,30,Firmicutes,Firmicutes,0.5087601078167117
2564,31,61,Firmicutes,Firmicutes,0.5087966220971147
3904,54,90,Proteobacteria,Proteobacteria,0.5087972310354774
3368,44,59,Firmicutes,Firmicutes,0.5088214537755822
2631,32,60,Firmicutes,Firmicutes,0.5089344804765057
4519,71,76,Firmicutes,Proteobacteria,0.5090060040026685
1531,17,85,Actinobacteria,Firmicutes,0.5090529247910863
944,10,100,Firmicutes,Proteobacteria,0.5090834021469859
4237,62,91,Firmicutes,Firmicutes,0.5092529129540782
703,8,40,Firmicutes,Firmicutes,0.5092961487383798
3603,48,80,Fusobacteria,Bacteroidetes,0.509300833867864
3367,44,58,Firmicutes,Firmicutes,0.5093914350112697
656,7,85,Firmicutes,Firmicutes,0.5093930635838151
1804,21,36,Proteobacteria,Actinobacteria,0.5094773118897186
985,11,52,Firmicutes,Proteobacteria,0.5095039406583217
448,5,64,Actinobacteria,Firmicutes,0.5095541401273885
337,4,48,Proteobacteria,Fusobacteria,0.5095936794582393
242,3,49,Proteobacteria,Fusobacteria,0.5096590909090909
1910,22,64,Firmicutes,Firmicutes,0.509663564781675
1635,19,26,Actinobacteria,Firmicutes,0.5097442143727162
2525,30,91,Firmicutes,Firmicutes,0.5097783572359844
409,5,25,Actinobacteria,Firmicutes,0.5099656357388316
2560,31,57,Firmicutes,Firmicutes,0.51
1398,16,35,Actinobacteria,Actinobacteria,0.5100401606425703
2917,36,84,Actinobacteria,Proteobacteria,0.5100806451612903
2528,30,94,Firmicutes,Firmicutes,0.5101522842639594
1646,19,37,Actinobacteria,Bacteroidetes,0.5101832993890021
904,10,60,Firmicutes,Firmicutes,0.5103842159916927
690,8,27,Firmicutes,Firmicutes,0.5104294478527607
4657,76,84,Proteobacteria,Proteobacteria,0.5105576610720086
2129,25,55,Firmicutes,Firmicutes,0.510586319218241
3424,45,60,Firmicutes,Firmicutes,0.5106382978723405
4313,64,94,Firmicutes,Firmicutes,0.5107296137339056
1880,22,34,Firmicutes,Actinobacteria,0.5108359133126935
2866,35,97,Actinobacteria,Actinobacteria,0.5109269027882442
2132,25,58,Firmicutes,Firmicutes,0.5112781954887218
1620,18,92,Firmicutes,Firmicutes,0.5113221329437545
758,8,95,Firmicutes,Firmicutes,0.5113636363636364
613,7,42,Firmicutes,Firmicutes,0.5113636363636364
2242,26,94,Firmicutes,Firmicutes,0.511566424322538
1212,14,18,Actinobacteria,Firmicutes,0.5116099071207431
812,9,58,Firmicutes,Firmicutes,0.5116598079561043
2768,34,64,Actinobacteria,Firmicutes,0.5119152691968226
2864,35,95,Actinobacteria,Firmicutes,0.5121293800539084
172,2,76,Firmicutes,Proteobacteria,0.5121951219512195
3371,44,62,Firmicutes,Firmicutes,0.5122478386167146
977,11,44,Firmicutes,Firmicutes,0.5123209169054441
2607,32,36,Firmicutes,Actinobacteria,0.5123966942148761
970,11,37,Firmicutes,Bacteroidetes,0.5124005615348619
2186,26,38,Firmicutes,Actinobacteria,0.5125874125874126
4124,59,95,Firmicutes,Firmicutes,0.5125874125874126
1320,15,41,Actinobacteria,Firmicutes,0.5125944584382871
2616,32,45,Firmicutes,Firmicutes,0.5126488095238095
3398,44,89,Firmicutes,Actinobacteria,0.5126630851880276
606,7,35,Firmicutes,Actinobacteria,0.5126666666666666
1505,17,59,Actinobacteria,Firmicutes,0.5126835781041388
1694,19,85,Actinobacteria,Firmicutes,0.5127408328154133
1201,13,93,Actinobacteria,Firmicutes,0.5129909365558912
903,10,59,Firmicutes,Firmicutes,0.5130344108446299
2545,31,42,Firmicutes,Firmicutes,0.5130434782608695
3992,56,89,Firmicutes,Actinobacteria,0.5131485429992892
2400,29,36,Firmicutes,Actinobacteria,0.5132245357343839
2543,31,40,Firmicutes,Firmicutes,0.5132496513249651
2112,25,38,Firmicutes,Actinobacteria,0.5132547864506627
615,7,44,Firmicutes,Firmicutes,0.5132939438700148
1670,19,61,Actinobacteria,Firmicutes,0.513314447592068
1033,11,100,Firmicutes,Proteobacteria,0.5134099616858238
2701,33,63,Firmicutes,Firmicutes,0.5134961439588689
2356,28,63,Firmicutes,Firmicutes,0.513531799729364
1173,13,65,Actinobacteria,Firmicutes,0.513573407202216
246,3,53,Proteobacteria,Proteobacteria,0.5135884636716583
659,7,88,Firmicutes,Firmicutes,0.5135929463629685
4759,80,100,Bacteroidetes,Proteobacteria,0.5136054421768708
918,10,74,Firmicutes,Proteobacteria,0.51363236587511
1092,12,71,Bacteroidetes,Firmicutes,0.5136904761904761
1321,15,42,Actinobacteria,Firmicutes,0.5136986301369864
469,5,85,Actinobacteria,Firmicutes,0.5137123745819399
3718,50,94,Actinobacteria,Firmicutes,0.5139760410724472
1547,18,19,Firmicutes,Actinobacteria,0.5139771283354511
4120,59,91,Firmicutes,Firmicutes,0.5140374331550802
3774,52,53,Proteobacteria,Proteobacteria,0.5140692640692641
995,11,62,Firmicutes,Firmicutes,0.5141117874930825
2679,33,41,Firmicutes,Firmicutes,0.5141277641277642
876,10,32,Firmicutes,Firmicutes,0.5141361256544503
2699,33,61,Firmicutes,Firmicutes,0.5142011834319526
3716,50,92,Actinobacteria,Firmicutes,0.514268727705113
4311,64,92,Firmicutes,Firmicutes,0.5142857142857142
2680,33,42,Firmicutes,Firmicutes,0.5142857142857142
2426,29,62,Firmicutes,Firmicutes,0.5143198090692125
3298,43,45,Firmicutes,Firmicutes,0.5143277002204262
1174,13,66,Actinobacteria,Firmicutes,0.5143805309734513
1315,15,36,Actinobacteria,Actinobacteria,0.5144615384615385
1022,11,89,Firmicutes,Actinobacteria,0.5145180023228804
1661,19,52,Actinobacteria,Proteobacteria,0.5145436308926781
1639,19,30,Actinobacteria,Firmicutes,0.5146028037383177
2928,36,95,Actinobacteria,Firmicutes,0.5146471371504661
4121,59,92,Firmicutes,Firmicutes,0.5146557600545331
176,2,80,Firmicutes,Bacteroidetes,0.5146862483311081
3900,54,86,Proteobacteria,Bacteroidetes,0.5148809523809523
1848,21,80,Proteobacteria,Bacteroidetes,0.5149035651665692
938,10,94,Firmicutes,Firmicutes,0.5149176954732511
239,3,46,Proteobacteria,Fusobacteria,0.5149295774647887
273,3,80,Proteobacteria,Bacteroidetes,0.5150355385456533
4452,68,99,Proteobacteria,Firmicutes,0.515074092999489
1018,11,85,Firmicutes,Firmicutes,0.5151515151515151
481,5,97,Actinobacteria,Actinobacteria,0.5151975683890577
3685,50,61,Actinobacteria,Firmicutes,0.5153172866520788
3309,43,56,Firmicutes,Firmicutes,0.5153294194390086
3408,44,99,Firmicutes,Firmicutes,0.5153494448073155
2277,27,56,Firmicutes,Firmicutes,0.515375854214123
4623,74,99,Proteobacteria,Firmicutes,0.515411824153613
2048,24,49,Proteobacteria,Fusobacteria,0.5155526141628061
4506,70,92,Actinobacteria,Firmicutes,0.5155615696887685
3340,43,87,Firmicutes,Firmicutes,0.5156418554476807
3848,53,80,Proteobacteria,Bacteroidetes,0.5157152020525978
4920,92,99,Firmicutes,Firmicutes,0.5158629441624365
2919,36,86,Actinobacteria,Bacteroidetes,0.5159453302961275
2930,36,97,Actinobacteria,Actinobacteria,0.5159613956941351
936,10,92,Firmicutes,Firmicutes,0.5160085378868731
3919,55,60,Firmicutes,Firmicutes,0.5160567587752054
3295,42,99,Firmicutes,Firmicutes,0.516109785202864
1177,13,69,Actinobacteria,Actinobacteria,0.5161290322580645
1069,12,48,Bacteroidetes,Fusobacteria,0.5161486898232786
2830,35,61,Actinobacteria,Firmicutes,0.5161870503597122
2309,27,88,Firmicutes,Firmicutes,0.5162650602409639
1136,13,28,Actinobacteria,Firmicutes,0.5162650602409639
1019,11,86,Firmicutes,Bacteroidetes,0.5164015904572565
2210,26,62,Firmicutes,Firmicutes,0.5164158686730507
1382,16,19,Actinobacteria,Actinobacteria,0.5165521549031855
912,10,68,Firmicutes,Proteobacteria,0.5166149756313692
369,4,80,Proteobacteria,Bacteroidetes,0.5166852057842046
3767,51,94,Actinobacteria,Firmicutes,0.5166949632144878
1021,11,88,Firmicutes,Firmicutes,0.5167899829254411
755,8,92,Firmicutes,Firmicutes,0.5169117647058823
3553,47,82,Fusobacteria,Bacteroidetes,0.5169385194479297
3676,50,52,Actinobacteria,Proteobacteria,0.5170068027210885
2352,28,59,Firmicutes,Firmicutes,0.5171277997364954
3715,50,91,Actinobacteria,Firmicutes,0.5172011661807581
410,5,26,Actinobacteria,Firmicutes,0.5172638436482084
3764,51,91,Actinobacteria,Firmicutes,0.5173812282734647
1067,12,46,Bacteroidetes,Fusobacteria,0.5174346201743463
1943,22,97,Firmicutes,Actinobacteria,0.5176651305683564
3237,41,99,Firmicutes,Firmicutes,0.5177603853100542
2079,24,80,Proteobacteria,Bacteroidetes,0.5177664974619289
1197,13,89,Actinobacteria,Actinobacteria,0.5178224238496436
2760,34,56,Actinobacteria,Firmicutes,0.5178849144634525
1586,18,58,Firmicutes,Firmicutes,0.5179640718562875
1121,12,100,Bacteroidetes,Proteobacteria,0.5179990649836372
3524,47,53,Fusobacteria,Proteobacteria,0.5180794309425014
3354,44,45,Firmicutes,Firmicutes,0.5181674565560821
1473,17,27,Actinobacteria,Firmicutes,0.5181765724177727
2046,24,47,Proteobacteria,Fusobacteria,0.518213866039953
2759,34,55,Actinobacteria,Firmicutes,0.5184162062615101
74,1,76,Firmicutes,Proteobacteria,0.5184192900200938
886,10,42,Firmicutes,Firmicutes,0.5184623166413758
526,6,48,Proteobacteria,Fusobacteria,0.5185983827493261
3773,51,100,Actinobacteria,Proteobacteria,0.5186005314437556
1229,14,35,Actinobacteria,Actinobacteria,0.5186464088397791
3765,51,92,Actinobacteria,Firmicutes,0.5188457008244994
816,9,62,Firmicutes,Firmicutes,0.519078947368421
1803,21,35,Proteobacteria,Actinobacteria,0.5192861255037421
1175,13,67,Actinobacteria,Firmicutes,0.519358407079646
935,10,91,Firmicutes,Firmicutes,0.5193920335429769
3314,43,61,Firmicutes,Firmicutes,0.5194085027726433
3457,45,93,Firmicutes,Firmicutes,0.5194996320824136
824,9,70,Firmicutes,Actinobacteria,0.5195137555982086
896,10,52,Firmicutes,Proteobacteria,0.5195381882770871
82,1,84,Firmicutes,Proteobacteria,0.5195530726256983
2349,28,56,Firmicutes,Firmicutes,0.5195822454308094
849,9,95,Firmicutes,Firmicutes,0.5197278911564626
2159,25,85,Firmicutes,Firmicutes,0.5197657393850659
3724,50,100,Actinobacteria,Proteobacteria,0.5197865718096932
1566,18,38,Firmicutes,Actinobacteria,0.5197947214076246
1867,21,99,Proteobacteria,Firmicutes,0.519821328866555
2885,36,52,Actinobacteria,Proteobacteria,0.5198329853862214
2247,26,99,Firmicutes,Firmicutes,0.5199252801992529
704,8,41,Firmicutes,Firmicutes,0.5200553250345781
1509,17,63,Actinobacteria,Firmicutes,0.5200816882232812
3839,53,71,Proteobacteria,Firmicutes,0.5201511335012594
4653,76,80,Proteobacteria,Bacteroidetes,0.5201884253028264
2163,25,89,Firmicutes,Actinobacteria,0.5202754399387911
4241,62,95,Firmicutes,Firmicutes,0.5202846975088968
3555,47,84,Fusobacteria,Proteobacteria,0.5203641590800192
4039,57,93,Firmicutes,Firmicutes,0.5203761755485894
1630,19,21,Actinobacteria,Proteobacteria,0.5203915171288744
727,8,64,Firmicutes,Firmicutes,0.5204081632653061
1477,17,31,Actinobacteria,Firmicutes,0.5204545454545455
3547,47,76,Fusobacteria,Proteobacteria,0.5204714640198511
388,4,99,Proteobacteria,Firmicutes,0.5205114544485882
2742,34,38,Actinobacteria,Actinobacteria,0.5205592105263157
885,10,41,Firmicutes,Firmicutes,0.5206316861946001
725,8,62,Firmicutes,Firmicutes,0.5206671501087745
1491,17,45,Actinobacteria,Firmicutes,0.5208023774145616
2402,29,38,Firmicutes,Actinobacteria,0.5208459214501511
528,6,50,Proteobacteria,Actinobacteria,0.5208940719144801
3378,44,69,Firmicutes,Actinobacteria,0.5210459183673469
2493,30,59,Firmicutes,Firmicutes,0.5210997442455243
3734,51,61,Actinobacteria,Firmicutes,0.5211267605633803
3852,53,84,Proteobacteria,Proteobacteria,0.5211558307533539
4776,81,98,Bacteroidetes,Firmicutes,0.5212082262210798
1706,19,97,Actinobacteria,Actinobacteria,0.5212247738343772
2212,26,64,Firmicutes,Firmicutes,0.5212922173274597
1837,21,69,Proteobacteria,Actinobacteria,0.5213815789473684
3953,55,94,Firmicutes,Firmicutes,0.5213864306784661
1373,15,94,Actinobacteria,Firmicutes,0.5214375788146279
1822,21,54,Proteobacteria,Proteobacteria,0.5214437367303609
1225,14,31,Actinobacteria,Firmicutes,0.5214876033057851
1488,17,42,Actinobacteria,Firmicutes,0.5214881334188582
1838,21,70,Proteobacteria,Actinobacteria,0.5215339233038347
3017,38,59,Actinobacteria,Firmicutes,0.5215605749486654
2503,30,69,Firmicutes,Actinobacteria,0.5217136150234742
1005,11,72,Firmicutes,Proteobacteria,0.521720052654673
4381,66,93,Firmicutes,Firmicutes,0.5218170950388523
4470,69,86,Actinobacteria,Bacteroidetes,0.5218340611353711
640,7,69,Firmicutes,Actinobacteria,0.5219573400250941
1697,19,88,Actinobacteria,Firmicutes,0.5219849246231156
2641,32,70,Firmicutes,Actinobacteria,0.5219960604070912
622,7,51,Firmicutes,Actinobacteria,0.5219976218787158
1429,16,66,Actinobacteria,Firmicutes,0.5221459762944479
3725,51,52,Actinobacteria,Proteobacteria,0.5221579961464354
2327,28,34,Firmicutes,Actinobacteria,0.5222830336200157
4891,89,97,Actinobacteria,Actinobacteria,0.5223367697594501
531,6,53,Proteobacteria,Proteobacteria,0.5223961144090663
3954,55,95,Firmicutes,Firmicutes,0.5224
2353,28,60,Firmicutes,Firmicutes,0.5224755700325733
1341,15,62,Actinobacteria,Firmicutes,0.5225342913128674
697,8,34,Firmicutes,Actinobacteria,0.5226689478186484
4347,65,93,Firmicutes,Firmicutes,0.5227272727272727
292,3,99,Proteobacteria,Firmicutes,0.5227391531625718
3797,52,76,Proteobacteria,Proteobacteria,0.5227400336889387
1349,15,70,Actinobacteria,Actinobacteria,0.52287166454892
3820,52,99,Proteobacteria,Firmicutes,0.5229826353421859
3315,43,62,Firmicutes,Firmicutes,0.5230460921843687
720,8,57,Firmicutes,Firmicutes,0.5231699126930827
2053,24,54,Proteobacteria,Proteobacteria,0.523208652546192
1432,16,69,Actinobacteria,Actinobacteria,0.5232412060301508
2291,27,70,Firmicutes,Actinobacteria,0.5232426303854876
3696,50,72,Actinobacteria,Proteobacteria,0.5232611699677567
3109,39,90,Proteobacteria,Proteobacteria,0.5233644859813085
2434,29,70,Firmicutes,Actinobacteria,0.523423944476576
3431,45,67,Firmicutes,Firmicutes,0.5235255135851558
2073,24,74,Proteobacteria,Proteobacteria,0.5236096537250787
4414,67,93,Firmicutes,Firmicutes,0.5236668663870581
1651,19,42,Actinobacteria,Firmicutes,0.5236720554272518
558,6,80,Proteobacteria,Bacteroidetes,0.5236828100053219
2922,36,89,Actinobacteria,Actinobacteria,0.5237127371273713
3546,47,75,Fusobacteria,Bacteroidetes,0.523756906077348
2459,29,95,Firmicutes,Firmicutes,0.5238386308068459
10,1,12,Firmicutes,Bacteroidetes,0.5238663484486874
1317,15,38,Actinobacteria,Actinobacteria,0.523936170212766
1428,16,65,Actinobacteria,Firmicutes,0.5240174672489083
2428,29,64,Firmicutes,Firmicutes,0.5240202275600505
3149,40,70,Firmicutes,Actinobacteria,0.5240706886045094
3342,43,89,Firmicutes,Actinobacteria,0.5240793201133145
870,10,26,Firmicutes,Firmicutes,0.5240837696335079
3916,55,57,Firmicutes,Firmicutes,0.5241134751773049
2821,35,52,Actinobacteria,Proteobacteria,0.524134312696747
4600,74,76,Proteobacteria,Proteobacteria,0.5242557883131203
2243,26,95,Firmicutes,Firmicutes,0.5243128964059196
1709,19,100,Actinobacteria,Proteobacteria,0.524373576309795
4177,61,69,Firmicutes,Actinobacteria,0.5244040862656072
2533,30,99,Firmicutes,Firmicutes,0.5244630071599046
991,11,58,Firmicutes,Firmicutes,0.5246458923512748
2965,37,69,Bacteroidetes,Actinobacteria,0.5246568378240977
1334,15,55,Actinobacteria,Firmicutes,0.5247093023255813
1044,12,23,Bacteroidetes,Proteobacteria,0.5247403787416005
2698,33,60,Firmicutes,Firmicutes,0.5247524752475248
73,1,75,Firmicutes,Bacteroidetes,0.524793388429752
2424,29,60,Firmicutes,Firmicutes,0.5248267898383372
2744,34,40,Actinobacteria,Firmicutes,0.524873828406633
1127,13,19,Actinobacteria,Actinobacteria,0.524931506849315
3183,41,45,Firmicutes,Firmicutes,0.525
1263,14,69,Actinobacteria,Actinobacteria,0.5250162443144899
415,5,31,Actinobacteria,Firmicutes,0.5250181290790428
1058,12,37,Bacteroidetes,Bacteroidetes,0.5250387196695921
4527,71,84,Firmicutes,Proteobacteria,0.5251004016064257
1669,19,60,Actinobacteria,Firmicutes,0.5251033668044891
3802,52,81,Proteobacteria,Bacteroidetes,0.5251396648044693
916,10,72,Firmicutes,Proteobacteria,0.5251585623678647
3099,39,80,Proteobacteria,Bacteroidetes,0.5251587689301417
705,8,42,Firmicutes,Firmicutes,0.5252043596730245
3323,43,70,Firmicutes,Actinobacteria,0.5252918287937743
4523,71,80,Firmicutes,Bacteroidetes,0.5253399258343634
1427,16,64,Actinobacteria,Firmicutes,0.5254365983295368
2696,33,58,Firmicutes,Firmicutes,0.5256916996047432
2067,24,68,Proteobacteria,Proteobacteria,0.5257021727609963
3403,44,94,Firmicutes,Firmicutes,0.5257378174330817
3400,44,91,Firmicutes,Firmicutes,0.5257950530035336
4945,97,99,Actinobacteria,Firmicutes,0.5258249641319943
2877,36,44,Actinobacteria,Firmicutes,0.5259308510638299
37,1,39,Firmicutes,Proteobacteria,0.5260087506076812
799,9,45,Firmicutes,Firmicutes,0.5260900643316655
1634,19,25,Actinobacteria,Firmicutes,0.5261499684940139
3545,47,74,Fusobacteria,Proteobacteria,0.526161369193154
881,10,37,Firmicutes,Bacteroidetes,0.5263628239499554
3429,45,65,Firmicutes,Firmicutes,0.5263852242744063
1564,18,36,Firmicutes,Actinobacteria,0.5266311584553929
632,7,61,Firmicutes,Firmicutes,0.5266538214515093
1629,19,20,Actinobacteria,Proteobacteria,0.5266666666666666
1045,12,24,Bacteroidetes,Proteobacteria,0.526791089704997
2765,34,61,Actinobacteria,Firmicutes,0.5268115942028986
1884,22,38,Firmicutes,Actinobacteria,0.5268456375838926
3729,51,56,Actinobacteria,Firmicutes,0.5268817204301075
2526,30,92,Firmicutes,Firmicutes,0.5269382391590013
3057,38,99,Actinobacteria,Firmicutes,0.526984126984127
1255,14,61,Actinobacteria,Firmicutes,0.5270180120080054
1573,18,45,Firmicutes,Firmicutes,0.5271439811172305
2456,29,92,Firmicutes,Firmicutes,0.5271641791044777
1305,15,26,Actinobacteria,Firmicutes,0.5271668822768434
3836,53,68,Proteobacteria,Proteobacteria,0.5272145144076841
2283,27,62,Firmicutes,Firmicutes,0.5272305909617613
3430,45,66,Firmicutes,Firmicutes,0.5273206056616195
3745,51,72,Actinobacteria,Proteobacteria,0.5274223034734917
2814,35,45,Actinobacteria,Firmicutes,0.5274261603375527
3068,39,49,Proteobacteria,Fusobacteria,0.5274282838449924
1330,15,51,Actinobacteria,Actinobacteria,0.5275459098497496
1306,15,27,Actinobacteria,Firmicutes,0.5277777777777778
4655,76,82,Proteobacteria,Bacteroidetes,0.5279593318809005
2977,37,81,Bacteroidetes,Bacteroidetes,0.5279819106840022
1249,14,55,Actinobacteria,Firmicutes,0.528052805280528
4479,69,95,Actinobacteria,Firmicutes,0.5280757097791798
1250,14,56,Actinobacteria,Firmicutes,0.5282885431400283
635,7,64,Firmicutes,Firmicutes,0.528344671201814
1143,13,35,Actinobacteria,Actinobacteria,0.5283564814814814
1970,23,47,Proteobacteria,Fusobacteria,0.5283687943262412
1425,16,62,Actinobacteria,Firmicutes,0.5284210526315789
3843,53,75,Proteobacteria,Bacteroidetes,0.5285285285285286
1202,13,94,Actinobacteria,Firmicutes,0.5285798467884502
1430,16,67,Actinobacteria,Firmicutes,0.5286783042394014
3912,54,98,Proteobacteria,Firmicutes,0.528695652173913
1704,19,95,Actinobacteria,Firmicutes,0.5287141073657928
1650,19,41,Actinobacteria,Firmicutes,0.5287623474723997
3790,52,69,Proteobacteria,Actinobacteria,0.528793189784677
529,6,51,Proteobacteria,Actinobacteria,0.5288461538461539
621,7,50,Firmicutes,Actinobacteria,0.5288862418106015
1487,17,41,Actinobacteria,Firmicutes,0.5290322580645161
1224,14,30,Actinobacteria,Firmicutes,0.529045643153527
1329,15,50,Actinobacteria,Actinobacteria,0.529082774049217
638,7,67,Firmicutes,Firmicutes,0.5292288557213931
1904,22,58,Firmicutes,Firmicutes,0.529331514324693
3434,45,70,Firmicutes,Actinobacteria,0.529369108049311
3733,51,60,Actinobacteria,Firmicutes,0.5293785310734463
4118,59,89,Firmicutes,Actinobacteria,0.5294117647058824
2351,28,58,Firmicutes,Firmicutes,0.5294525294525294
1213,14,19,Actinobacteria,Actinobacteria,0.5294871794871795
80,1,82,Firmicutes,Bacteroidetes,0.5295302013422819
2207,26,59,Firmicutes,Firmicutes,0.5298408488063661
1480,17,34,Actinobacteria,Actinobacteria,0.5299212598425197
2240,26,92,Firmicutes,Firmicutes,0.5301369863013699
2143,25,69,Firmicutes,Actinobacteria,0.5301587301587302
524,6,46,Proteobacteria,Fusobacteria,0.530278232405892
3539,47,68,Fusobacteria,Proteobacteria,0.5303104977821587
1665,19,56,Actinobacteria,Firmicutes,0.5303119482048264
825,9,71,Firmicutes,Firmicutes,0.5304990757855823
3866,53,98,Proteobacteria,Firmicutes,0.5305250305250305
2894,36,61,Actinobacteria,Firmicutes,0.5305882352941176
2602,31,99,Firmicutes,Firmicutes,0.5306262904335857
762,8,99,Firmicutes,Firmicutes,0.530718954248366
3265,42,69,Firmicutes,Actinobacteria,0.5307424593967518
3646,49,72,Fusobacteria,Proteobacteria,0.530749354005168
2901,36,68,Actinobacteria,Proteobacteria,0.5309278350515464
