,cycle,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,model21,model22,model23,model24,model25,model26,model27,model28,model29,model30,model31,model32,model33,model34,model35,model36,model37,model38,model39,model40,model41,model42,model43,model44,model45,model46,model47,model48,model49,model50,model51,model52,model53,model54,model55,model56,model57,model58,model59,model60,model61,model62,model63,model64,model65,model66,model67,model68,model69,model70,model71,model72,model73,model74,model75,model76,model77,model78,model79,model80,model81,model82,model83,model84,model85,model86,model87,model88,model89,model90,model91,model92,model93,model94,model95,model96,model97,model98,model99,model100
92,92,0.12900993993,0.12589748967,0.14221981731,0.1273203866,0.085510322114,0.28694582027,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.23146509147,0.085510322114,0.29117089709,0.12004173884,0.085510322114,0.10170220023,0.15511213105,0.16175530742,0.16863401237,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.20832852986,0.085510322114,0.51510638816,0.085510322114,0.3057234929,0.085510322114,0.085510322114,0.20304917011,0.085510322114,0.1483563505,0.23278377275,0.21966316691,0.15387334276,0.085510322114,0.085510322114,0.32449874546,0.14273007461,0.63850264661,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.2583588356,0.085510322114,0.085510322114,0.26037619409,0.40541670497,0.10087100717,0.36786572818,0.17100465502,0.093830463753,0.13411897384,0.18639024061,0.13109393779,0.085510322114,0.22458850005,0.154291096,0.085510322114,0.44148397351,0.085510322114,0.092514631903,0.085510322114,0.085510322114,0.085510322114,0.29550146716,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.085510322114,0.28681798636,0.085510322114,0.33499870789
93,93,0.12887962554,0.1257634371,0.14210758402,0.12723685168,0.085364954566,0.28683424016,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.23134855806,0.085364954566,0.29104131095,0.11989926704,0.085364954566,0.10156240282,0.15496703556,0.16160993987,0.16867419324,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.20818570792,0.085364954566,0.51499057724,0.085364954566,0.30563132756,0.085364954566,0.085364954566,0.20290800355,0.085364954566,0.14841306255,0.2328183887,0.21957967282,0.15386944212,0.085364954566,0.085364954566,0.32435457144,0.14258878395,0.63839429502,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.25825330885,0.085364954566,0.085364954566,0.26050801928,0.40528235939,0.10072563962,0.36830704814,0.1708996646,0.093685342947,0.13397664494,0.18624738674,0.13096659088,0.085364954566,0.22476035656,0.15425555405,0.085364954566,0.44134269504,0.085364954566,0.092369569565,0.085364954566,0.085364954566,0.085364954566,0.29536773597,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.085364954566,0.28667923362,0.085364954566,0.33485334035
94,94,0.12874953269,0.12562961243,0.14199554152,0.12715345878,0.085219834143,0.28672284973,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.23123222276,0.085219834143,0.29091194511,0.11975703745,0.085219834143,0.10142284306,0.15482218672,0.16146481945,0.16871430579,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.20804312878,0.085219834143,0.51487496319,0.085219834143,0.3055393189,0.085219834143,0.085219834143,0.20276707697,0.085219834143,0.14846967819,0.23285294581,0.21949632068,0.1538655481,0.085219834143,0.085219834143,0.32421064252,0.14244773349,0.63828612764,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.2581479615,0.085219834143,0.085219834143,0.26063962037,0.4051482422,0.1005805192,0.36874761785,0.17079485266,0.093540468847,0.133834558,0.18610477571,0.13083946046,0.085219834143,0.22493192091,0.15422007252,0.085219834143,0.44120165675,0.085219834143,0.092224753832,0.085219834143,0.085219834143,0.085219834143,0.29523423211,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.085219834143,0.28654071676,0.085219834143,0.33470821992
95,95,0.12861966099,0.12549601526,0.1418836895,0.12707020764,0.085074960425,0.28661164866,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.23111608523,0.085074960425,0.29078279919,0.11961504965,0.085074960425,0.10128352055,0.15467758413,0.16131994573,0.16875435016,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.20790079202,0.085074960425,0.51475954569,0.085074960425,0.30544746665,0.085074960425,0.085074960425,0.20262638997,0.085074960425,0.14852619759,0.23288744417,0.21941311024,0.15386166071,0.085074960425,0.085074960425,0.32406695828,0.14230692281,0.63817814414,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.25804279323,0.085074960425,0.085074960425,0.26077099773,0.405014353,0.10043564548,0.3691874386,0.1706902189,0.093395841032,0.1336927126,0.18596240712,0.13071254617,0.085074960425,0.22510319361,0.1541846513,0.085074960425,0.44106085822,0.085074960425,0.092080184286,0.085074960425,0.085074960425,0.085074960425,0.29510095522,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.085074960425,0.28640243537,0.085074960425,0.3345633462
96,96,0.12849001008,0.12536264521,0.14177202762,0.12698709803,0.084930332992,0.28650063664,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.23100014513,0.084930332992,0.29065387282,0.11947330322,0.084930332992,0.10114443489,0.15453322737,0.1611753183,0.16879432645,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.20775869724,0.084930332992,0.5146443244,0.084930332992,0.30535577056,0.084930332992,0.084930332992,0.20248594214,0.084930332992,0.14858262091,0.23292188388,0.21933004125,0.15385777992,0.084930332992,0.084930332992,0.3239235183,0.14216635151,0.63807034421,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.25793780376,0.084930332992,0.084930332992,0.26090215175,0.40488069142,0.10029101805,0.36962651165,0.17058576302,0.093251459085,0.13355110835,0.18582028056,0.13058584763,0.084930332992,0.22527417514,0.15414929031,0.084930332992,0.44092029904,0.084930332992,0.091935860509,0.084930332992,0.084930332992,0.084930332992,0.29496790489,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.084930332992,0.28626438907,0.084930332992,0.33441871877
97,97,0.12836057957,0.12522950188,0.14166055557,0.12690412971,0.084785951426,0.28638981333,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.23088440213,0.084785951426,0.29052516562,0.11933179777,0.084785951426,0.10100558568,0.15438911601,0.16103093673,0.16883423478,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.20761684402,0.084785951426,0.51452929899,0.084785951426,0.30526423034,0.084785951426,0.084785951426,0.20234573307,0.084785951426,0.1486389483,0.23295626504,0.21924711348,0.15385390573,0.084785951426,0.084785951426,0.32378032217,0.14202601919,0.63796272754,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.25783299276,0.084785951426,0.084785951426,0.26103308281,0.40474725706,0.10014663648,0.37006483827,0.17048148471,0.093107322587,0.13340974482,0.18567839562,0.13045936448,0.084785951426,0.225444866,0.15411398942,0.084785951426,0.44077997882,0.084785951426,0.091791782081,0.084785951426,0.084785951426,0.084785951426,0.29483508075,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.084785951426,0.28612657744,0.084785951426,0.33427433721
98,98,0.1282313691,0.1250965849,0.14154927303,0.12682130243,0.084641815309,0.28627917843,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.23076885589,0.084641815309,0.29039667723,0.11919053287,0.084641815309,0.10086697251,0.15424524964,0.16088680061,0.16887407527,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.20747523194,0.084641815309,0.51441446912,0.084641815309,0.30517284575,0.084641815309,0.084641815309,0.20220576235,0.084641815309,0.14869517994,0.23299058776,0.21916432669,0.15385003813,0.084641815309,0.084641815309,0.32363736948,0.14188592542,0.63785529382,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.25772835994,0.084641815309,0.084641815309,0.26116379129,0.40461404955,0.10000250037,0.37050241974,0.17037738368,0.092963431122,0.1332686216,0.18553675187,0.13033309635,0.084641815309,0.22561526668,0.15407874855,0.084641815309,0.44063989714,0.084641815309,0.091647948588,0.084641815309,0.084641815309,0.084641815309,0.29470248241,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.084641815309,0.28598900009,0.084641815309,0.33413020109
99,99,0.12810237828,0.12496389388,0.14143817966,0.12673861596,0.084497924223,0.2861687316,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.23065350608,0.084497924223,0.29026840726,0.11904950813,0.084497924223,0.10072859498,0.15410162784,0.16074290953,0.16891384802,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.20733386061,0.084497924223,0.51429983446,0.084497924223,0.30508161651,0.084497924223,0.084497924223,0.20206602959,0.084497924223,0.14875131598,0.23302485212,0.21908168063,0.1538461771,0.084497924223,0.084497924223,0.3234946598,0.14174606982,0.63774804273,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.257623905,0.084497924223,0.084497924223,0.26129427757,0.40448106848,0.09985860928,0.37093925732,0.17027345962,0.092819784272,0.1331277383,0.18539534893,0.13020704287,0.084497924223,0.22578537769,0.15404356759,0.084497924223,0.4405000536,0.084497924223,0.091504359611,0.084497924223,0.084497924223,0.084497924223,0.29457010949,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.084497924223,0.28585165663,0.084497924223,0.33398631
100,100,0.12797360675,0.12483142843,0.14132727515,0.12665607006,0.084354277752,0.28605847254,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.23053835236,0.084354277752,0.29014035536,0.11890872312,0.084354277752,0.10059045269,0.1539582502,0.16059926306,0.16895355317,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.20719272961,0.084354277752,0.51418539468,0.084354277752,0.30499054236,0.084354277752,0.084354277752,0.20192653436,0.084354277752,0.1488073566,0.23305905824,0.21899917508,0.15384232264,0.084354277752,0.084354277752,0.32335219273,0.14160645197,0.63764097398,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.25751962764,0.084354277752,0.084354277752,0.26142454201,0.40434831348,0.099714962809,0.37137535228,0.17016971222,0.092676381621,0.1329870945,0.18525418636,0.13008120369,0.084354277752,0.2259551995,0.15400844644,0.084354277752,0.44036044779,0.084354277752,0.091361014735,0.084354277752,0.084354277752,0.084354277752,0.29443796161,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.084354277752,0.28571454664,0.084354277752,0.33384266353
101,101,0.12784505412,0.12469918817,0.14121655918,0.12657366448,0.08421087548,0.28594840091,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.23042339441,0.08421087548,0.29001252114,0.11876817746,0.08421087548,0.10045254525,0.1538151163,0.16045586078,0.16899319081,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.20705183853,0.08421087548,0.51407114945,0.08421087548,0.30489962303,0.08421087548,0.08421087548,0.20178727629,0.08421087548,0.14886330194,0.23309320621,0.21891680978,0.15383847473,0.08421087548,0.08421087548,0.32320996785,0.14146707147,0.63753408724,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.25741552754,0.08421087548,0.08421087548,0.26155458501,0.40421578417,0.099571560537,0.37180801267,0.1700661412,0.092533222755,0.13284668979,0.18511326378,0.12995557843,0.08421087548,0.22612473262,0.15397338499,0.08421087548,0.44022107932,0.08421087548,0.091217913546,0.08421087548,0.08421087548,0.08421087548,0.29430603837,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.08421087548,0.28557766975,0.08421087548,0.33369926126
102,102,0.12771672004,0.12456717272,0.14110603142,0.126491399,0.084067716991,0.28583851641,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.23030863189,0.084067716991,0.28988490424,0.11862787072,0.084067716991,0.10031487224,0.15367222573,0.1603127023,0.16903276108,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.20691118697,0.084067716991,0.51395709843,0.084067716991,0.30480885827,0.084067716991,0.084067716991,0.20164825495,0.084067716991,0.14891915218,0.23312729612,0.21883458451,0.15383463335,0.084067716991,0.084067716991,0.32306798476,0.14132792792,0.63742738221,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.25731160441,0.084067716991,0.084067716991,0.26168440694,0.40408348015,0.099428402048,0.37223865256,0.16996274625,0.092390307259,0.13270652378,0.18497258076,0.12983016674,0.084067716991,0.22629397754,0.15393838314,0.084067716991,0.44008194777,0.084067716991,0.091075055628,0.084067716991,0.084067716991,0.084067716991,0.2941743394,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.084067716991,0.28544102555,0.084067716991,0.33355610277
103,103,0.12758860413,0.1244353817,0.14099569157,0.12640927336,0.083924801872,0.28572881871,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.23019406446,0.083924801872,0.28975750429,0.1184878025,0.083924801872,0.10017743329,0.15352957808,0.16016978718,0.16907226407,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.20677077451,0.083924801872,0.5138432413,0.083924801872,0.30471824781,0.083924801872,0.083924801872,0.20150946994,0.083924801872,0.14897490747,0.23316132808,0.21875249901,0.15383079851,0.083924801872,0.083924801872,0.32292624304,0.14118902091,0.63732085857,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.25720785796,0.083924801872,0.083924801872,0.26181400816,0.40395140105,0.099285486929,0.37266856037,0.16985952708,0.092247634719,0.13256659604,0.1848321369,0.12970496824,0.083924801872,0.22646293473,0.1539034408,0.083924801872,0.43994305274,0.083924801872,0.09093244057,0.083924801872,0.083924801872,0.083924801872,0.29404286432,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.083924801872,0.28530461364,0.083924801872,0.33341318765
104,104,0.12746070601,0.12430381472,0.14088553929,0.12632728734,0.083782129709,0.28561930749,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.23007969179,0.083782129709,0.28963032093,0.11834797239,0.083782129709,0.10004022797,0.15338717292,0.16002711501,0.1691116999,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.20663060076,0.083782129709,0.51372957773,0.083782129709,0.30462779138,0.083782129709,0.083782129709,0.20137092087,0.083782129709,0.14903056798,0.23319530219,0.21867055306,0.15382697019,0.083782129709,0.083782129709,0.32278474228,0.14105035004,0.63721451603,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.25710428787,0.083782129709,0.083782129709,0.26194338907,0.40381954649,0.099142814766,0.37309773733,0.16975648337,0.092105204723,0.13242690618,0.1846919318,0.12957998258,0.083782129709,0.2266316047,0.15386855786,0.083782129709,0.43980439383,0.083782129709,0.090790067956,0.083782129709,0.083782129709,0.083782129709,0.29391161275,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.083782129709,0.28516843363,0.083782129709,0.33327051549
105,105,0.12733302532,0.12417247141,0.14077557427,0.12624544069,0.083639700089,0.28550998245,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.22996551356,0.083639700089,0.28950335377,0.11820838,0.083639700089,0.099903255911,0.15324500986,0.15988468539,0.1691510687,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.2064906653,0.083639700089,0.51361610738,0.083639700089,0.30453748873,0.083639700089,0.083639700089,0.20123260734,0.083639700089,0.14908613386,0.23322921854,0.21858874643,0.15382314838,0.083639700089,0.083639700089,0.32264348207,0.14091191492,0.63710835427,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.25700089385,0.083639700089,0.083639700089,0.26207255003,0.40368791608,0.099000385146,0.37352618469,0.16965361484,0.091963016858,0.13228745379,0.18455196505,0.1294552094,0.083639700089,0.22679998793,0.15383373423,0.083639700089,0.43966597065,0.083639700089,0.090647937376,0.083639700089,0.083639700089,0.083639700089,0.29378058431,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.083639700089,0.28503248512,0.083639700089,0.33312808587
106,106,0.12720556169,0.12404135138,0.14066579619,0.12616373319,0.083497512599,0.28540084326,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.22985152944,0.083497512599,0.28937660245,0.11806902491,0.083497512599,0.0997665167,0.15310308847,0.1597424979,0.16919037057,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.20635096773,0.083497512599,0.51350282994,0.083497512599,0.3044473396,0.083497512599,0.083497512599,0.20109452894,0.083497512599,0.14914160529,0.23326307724,0.21850707886,0.15381933307,0.083497512599,0.083497512599,0.322502462,0.14077371513,0.63700237298,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.2568976756,0.083497512599,0.083497512599,0.26220149141,0.40355650944,0.098858197656,0.37395390369,0.16955092118,0.091821070712,0.13214823848,0.18441223624,0.12933064834,0.083497512599,0.22696808491,0.15379896979,0.083497512599,0.43952778279,0.083497512599,0.090506048419,0.083497512599,0.083497512599,0.083497512599,0.29364977862,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.083497512599,0.28489676773,0.083497512599,0.33298589838
107,107,0.12707831474,0.12391045425,0.14055620473,0.12608216458,0.083355566827,0.2852918896,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.22973773908,0.083355566827,0.28925006662,0.11792990673,0.083355566827,0.099630009947,0.15296140834,0.15960055213,0.16922960562,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.20621150765,0.083355566827,0.51338974506,0.083355566827,0.30435734372,0.083355566827,0.083355566827,0.20095668527,0.083355566827,0.14919698241,0.23329687837,0.21842555012,0.15381552424,0.083355566827,0.083355566827,0.32236168166,0.14063575029,0.63689657186,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.25679463283,0.083355566827,0.083355566827,0.2623302136,0.40342532619,0.098716251884,0.37438089557,0.16944840211,0.091679365874,0.13200925982,0.18427274497,0.12920629902,0.083355566827,0.22713589613,0.15376426445,0.083355566827,0.43938982984,0.083355566827,0.090364400672,0.083355566827,0.083355566827,0.083355566827,0.29351919529,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.083355566827,0.28476128106,0.083355566827,0.33284395261
108,108,0.12695128412,0.12377977965,0.14044679958,0.12600073465,0.083213862363,0.28518312117,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.22962414217,0.083213862363,0.28912374589,0.11779102505,0.083213862363,0.099493735255,0.15281996908,0.15945884767,0.16926877398,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.20607228465,0.083213862363,0.51327685244,0.083213862363,0.30426750083,0.083213862363,0.083213862363,0.20081907593,0.083213862363,0.14925226539,0.23333062204,0.21834415999,0.15381172188,0.083213862363,0.083213862363,0.32222114066,0.14049801998,0.63679095061,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.25669176522,0.083213862363,0.083213862363,0.26245871695,0.40329436596,0.098574547421,0.37480716157,0.16934605732,0.091537901935,0.13187051744,0.18413349083,0.1290821611,0.083213862363,0.22730342206,0.15372961811,0.083213862363,0.43925211141,0.083213862363,0.090222993727,0.083213862363,0.083213862363,0.083213862363,0.29338883396,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.083213862363,0.28462602472,0.083213862363,0.33270224814
109,109,0.12682446945,0.1236493272,0.14033758041,0.12591944314,0.083072398797,0.28507453764,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.22951073838,0.083072398797,0.28899763991,0.11765237947,0.083072398797,0.099357692229,0.15267877026,0.1593173841,0.16930787575,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.20593329832,0.083072398797,0.51316415172,0.083072398797,0.30417781068,0.083072398797,0.083072398797,0.20068170053,0.083072398797,0.14930745439,0.23336430835,0.21826290822,0.15380792599,0.083072398797,0.083072398797,0.32208083857,0.14036052382,0.63668550891,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.25658907249,0.083072398797,0.083072398797,0.26258700185,0.40316362835,0.098433083855,0.37523270291,0.16924388651,0.091396678484,0.13173201091,0.18399447343,0.12895823422,0.083072398797,0.2274706632,0.15369503067,0.083072398797,0.43911462711,0.083072398797,0.090081827173,0.083072398797,0.083072398797,0.083072398797,0.29325869424,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.083072398797,0.28449099831,0.083072398797,0.33256078458
110,110,0.12669787036,0.12351909651,0.14022854692,0.12583828983,0.08293117572,0.2849661387,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.22939752737,0.08293117572,0.28887174831,0.11751396959,0.08293117572,0.099221880477,0.15253781147,0.15917616102,0.16934691105,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.20579454828,0.08293117572,0.5130516426,0.08293117572,0.30408827299,0.08293117572,0.08293117572,0.20054455867,0.08293117572,0.14936254957,0.23339793739,0.21818179458,0.15380413655,0.08293117572,0.08293117572,0.32194077499,0.14022326139,0.63658024646,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.25648655434,0.08293117572,0.08293117572,0.26271506867,0.403033113,0.098291860777,0.37565752083,0.16914188939,0.091255695114,0.13159373985,0.18385569236,0.12883451801,0.08293117572,0.22763762003,0.15366050203,0.08293117572,0.43897737653,0.08293117572,0.089940900602,0.08293117572,0.08293117572,0.08293117572,0.29312877576,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.08293117572,0.28435620145,0.08293117572,0.3324195615
