idx1,idx2,Common_growth_anaer,M1growth_anaer,M2growth_anaer
6,20,0.682513971214574,0.352972527695658,0.329541443518916
7,8,4.26810967155716,3.02656250844889,1.24154716310827
7,9,4.03027691870581,4.030276918706,-1.89034648141602e-13
7,10,3.9906317669419,3.99063176694209,-1.89034648141095e-13
7,11,4.41449084526144,4.41449084526144,0
7,12,4.55327632024141,4.55327632024141,0
7,13,3.77135158739041,3.11917125133237,0.652180336058042
7,14,3.0606675652102,3.06066756520226,7.9396887623611e-12
7,15,4.10911838362424,4.10911838362424,0
7,16,0.935368046239444,0.935368046239444,0
7,17,1.36679883020399,1.00833262550082,0.358466204703162
7,18,3.50951714877086,3.50951714877086,0
7,19,3.86534448284831,3.86534448285385,-5.54536266816079e-12
7,20,3.87915401635603,3.87915401635603,0
8,9,2.56261580887463,0,2.56261580887463
8,10,2.56261580887984,1.51414199519785e-27,2.56261580887984
8,11,1.44844463608119,0.78204500967483,0.666399626406356
8,12,1.51740025815526,0.829663817530023,0.687736440625238
8,13,2.56261580887976,-1.3871494407619e-26,2.56261580887976
8,14,1.14629281014199,0.6483015240503,0.497991286091692
8,15,1.70841053925012,0,1.70841053925012
8,16,0.914770986126582,0.733603578432244,0.181167407694338
8,17,0.950241691725636,0.201172133633521,0.749069558092115
8,18,1.10726540529177,0.598763277280323,0.508502128011447
8,19,3.6943014783924,0,3.6943014783924
8,20,1.19404066425976,0.639157058694569,0.554883605565194
9,10,0.958021268358096,0.958021268376796,-1.8699918131024e-11
9,11,3.33761658848425,2.56261580887749,0.775000779606767
9,12,3.27488133179322,2.56261580887222,0.712265522920999
9,13,2.56261580887895,2.56261580887912,-1.69765555904321e-13
9,14,1.2568443207781,0.791993629485922,0.464850691292177
9,15,2.56261580887515,2.56261580886445,1.06912933480764e-11
9,16,1.04236783389767,1.04236783389767,0
9,17,1.52859654509412,1.14116995974302,0.3874265853511
9,18,1.1837099411865,0.778712766282775,0.404997174903724
9,19,3.69430147839284,-7.25055667929979e-14,3.69430147839292
9,20,2.56261580888336,2.56261580888336,-1.88743087981982e-27
10,11,3.31346385760976,2.56261580887686,0.750848048732899
10,12,3.26542230823682,2.56261580887465,0.702806499362179
10,13,2.56261580887748,2.56261580887764,-1.69765555904163e-13
10,14,1.24965594958732,0.771693829075258,0.477962120512065
10,15,2.56261580887096,-2.40589552179575e-13,2.5626158088712
10,16,1.04161924820944,1.04161924820944,0
10,17,1.55652145502835,0.0578843867677684,1.49863706826058
10,18,1.18784030156327,0.772066486591554,0.415773814971719
10,19,3.69430147839674,-1.89034648140988e-13,3.69430147839693
10,20,2.5626158088816,2.5626158088816,8.92188576890828e-25
11,12,0.697071827135092,2.47479936961975e-24,0.697071827135092
11,13,3.24301153072969,0.680395721847179,2.56261580888251
11,14,0.484912888498047,0.0720160214203693,0.412896867077678
11,15,1.100578274591,0.384745530221595,0.71583274436941
11,16,0.730124157544338,0.450378430392089,0.279745727152249
11,17,1.14454766618695,0.536808849430261,0.607738816756685
11,18,0.463586578806162,0.0812265766250496,0.382360002181112
11,19,1.68945201035692,1.23181337135806,0.457638638998863
11,20,0.548681881111083,0.548681881111083,4.68296666365381e-21
12,13,3.27903592017853,0.716420111295462,2.56261580888307
12,14,0.451132069044749,-3.81166666179612e-25,0.451132069044749
12,15,0.956359891066058,0.39196017370734,0.564399717358718
12,16,0.766142220486641,0.400133376685997,0.366008843800643
12,17,0.954139541799622,0.474966635734954,0.479172906064668
12,18,0.445270945700848,0,0.445270945700848
12,19,1.12083631421496,0.663197675216116,0.45763863899884
12,20,0.526147396501607,0.526147396501607,0
13,14,1.05757501902144,0.641075019544078,0.416499999477359
13,15,2.56261580886887,0.539580226375066,2.0230355824938
13,16,0.893883575714934,0.835803970613209,0.0580796051017255
13,17,1.32932928890546,0.908104373554924,0.421224915350531
13,18,2.56261580887952,2.56261580888172,-2.20131145228539e-12
13,19,3.69430147839409,-2.40589552179575e-13,3.69430147839433
13,20,2.56261580888229,2.56261580888229,1.0380869839009e-27
14,15,1.15066925317424,0.296463983548242,0.854205269626
14,16,0.422091698449676,0.268703425611852,0.153388272837824
14,17,0.796496831352822,0.429618640778116,0.366878190574706
14,18,0.273673531911739,0.273673531918631,-6.89187878717072e-12
14,19,0.89738878119325,0.43975014219441,0.457638638998841
14,20,0.361039269130209,0.361039269130209,-1.32875133939315e-25
15,16,1.06689578485505,0.372607840664655,0.694287944190395
15,17,0.692220785953333,0.26270133629531,0.429519449658022
15,18,1.13067887099838,0.854205269625073,0.276473601373304
15,19,1.12602961499038,0,1.12602961499038
15,20,1.70841053925428,1.70841053925428,1.4791418318972e-23
16,17,0.576101221657242,0.150021169477412,0.42608005217983
16,18,0.329702830486891,0.115261331206193,0.214441499280698
16,19,2.88187579929206,2.42423716029322,0.45763863899884
16,20,0.585085203400633,0.31957890842387,0.265506294976763
17,18,0.718691556186792,0.324401628906741,0.394289927280051
17,19,1.41701588863993,0.00586725596694646,1.41114863267298
17,20,1.04990834568424,0.540494060432702,0.509414285251533
18,19,0.885019546012053,0.427380907013213,0.45763863899884
18,20,0.359960326370479,0.359960326370479,3.62386728925405e-25
19,20,0.947367961004139,0.457638638998795,0.489729322005344
