cycle,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20
26,0.12652278235,0.42286138675,0.34483239034,0.0095672660014,0.3023308815,0.15379784401,0.71624789959,0.0095672660014,0.80047233807,0.7971178243,0.0095672660014,0.0095672660014,0.64865588025,0.0095672660014,0.3244441612,0.1068727081,0.3275744419,0.0095672660014,0.46720370597,0.0095672660014
27,0.12793738441,0.42285307117,0.34490018374,0.0095510016492,0.30234854314,0.15383933071,0.71635206546,0.0095510016492,0.80071084051,0.79741775091,0.0095510016492,0.0095510016492,0.64881320056,0.0095510016492,0.32452342611,0.10685718929,0.32765183363,0.0095510016492,0.46718744162,0.0095510016492
28,0.12934958164,0.42284476973,0.34496786189,0.0095347649463,0.30236617475,0.15388074689,0.71645605425,0.0095347649463,0.80094893749,0.79771716764,0.0095347649463,0.0095347649463,0.64897025343,0.0095347649463,0.32460255627,0.10684169686,0.32772909379,0.0095347649463,0.46717120491,0.0095347649463
29,0.13075937815,0.4228364824,0.34503542498,0.0095185558459,0.3023837764,0.15392209266,0.71655986626,0.0095185558459,0.8011866297,0.79801607537,0.0095185558459,0.0095185558459,0.64912703931,0.0095185558459,0.32468155191,0.10682623076,0.32780622261,0.0095185558459,0.46715499581,0.0095185558459
30,0.13216677799,0.42282820916,0.34510287322,0.009502374301,0.30240134812,0.15396336814,0.71666350179,0.009502374301,0.80142391784,0.79831447495,0.009502374301,0.009502374301,0.64928355866,0.009502374301,0.32476041325,0.10681079096,0.32788322032,0.009502374301,0.46713881427,0.009502374301
31,0.13357178526,0.42281994999,0.3451702068,0.0094862202647,0.30241888997,0.15400457345,0.71676696114,0.0094862202647,0.80166080259,0.79861236725,0.0094862202647,0.0094862202647,0.64943981192,0.0094862202647,0.32483914054,0.10679537741,0.32796008712,0.0094862202647,0.46712266023,0.0094862202647
32,0.13497440401,0.42281170485,0.34523742591,0.0094700936902,0.30243640199,0.15404570871,0.71687024461,0.0094700936902,0.80189728463,0.79890975314,0.0094700936902,0.0094700936902,0.64959579955,0.0094700936902,0.32491773398,0.10677999006,0.32803682326,0.0094700936902,0.46710653366,0.0094700936902
33,0.13637463832,0.42280347374,0.34530453074,0.009453994531,0.30245388425,0.15408677405,0.7169733525,0.009453994531,0.80213336466,0.79920663346,0.009453994531,0.009453994531,0.649751522,0.009453994531,0.32499619382,0.10676462887,0.32811342894,0.009453994531,0.4670904345,0.009453994531
34,0.13777249222,0.42279525661,0.3453715215,0.0094379227403,0.30247133679,0.15412776957,0.7170762851,0.0094379227403,0.80236904335,0.7995030091,0.0094379227403,0.0094379227403,0.64990697973,0.0094379227403,0.32507452027,0.1067492938,0.32818990439,0.0094379227403,0.46707436271,0.0094379227403
35,0.13916796978,0.42278705345,0.34543839838,0.0094218782716,0.30248875965,0.1541686954,0.71717904272,0.0094218782716,0.80260432138,0.79979888089,0.0094218782716,0.0094218782716,0.65006217317,0.0094218782716,0.32515271357,0.10673398479,0.32826624984,0.0094218782716,0.46705831824,0.0094218782716
36,0.14056107502,0.42277886424,0.34550516156,0.0094058610785,0.3025061529,0.15420955165,0.71728162565,0.0094058610785,0.80283919944,0.8000942497,0.0094058610785,0.0094058610785,0.65021710279,0.0094058610785,0.32523077394,0.10671870181,0.32834246549,0.0094058610785,0.46704230105,0.0094058610785
37,0.14195181198,0.42277068895,0.34557181125,0.0093898711147,0.30252351658,0.15425033845,0.71738403419,0.0093898711147,0.80307367821,0.80038911639,0.0093898711147,0.0093898711147,0.65037176902,0.0093898711147,0.32530870161,0.10670344481,0.32841855158,0.0093898711147,0.46702631108,0.0093898711147
38,0.14271457326,0.42276252756,0.34563834763,0.0093739083338,0.30254085074,0.15429105592,0.71748626863,0.0093739083338,0.80330775837,0.8006834818,0.0093739083338,0.0093739083338,0.65052617233,0.0093739083338,0.3253864968,0.10668821374,0.32849450833,0.0093739083338,0.4670103483,0.0093739083338
39,0.14347918009,0.42275438005,0.3457047709,0.0093579726896,0.30255815544,0.15433170416,0.71758832928,0.0093579726896,0.80354144059,0.80097734679,0.0093579726896,0.0093579726896,0.65068031315,0.0093579726896,0.32546415974,0.10667300857,0.32857033595,0.0093579726896,0.46699441266,0.0093579726896
40,0.14424566347,0.42274624638,0.34577108125,0.0093420641361,0.30257543071,0.1543722833,0.71769021642,0.0093420641361,0.80377472555,0.80127071221,0.0093420641361,0.0093420641361,0.65083419192,0.0093420641361,0.32554169065,0.10665782925,0.32864603466,0.0093420641361,0.4669785041,0.0093420641361
41,0.14501402799,0.42273812654,0.34583727887,0.009326182627,0.30259267662,0.15441279346,0.71779193036,0.009326182627,0.80400761392,0.80156357891,0.009326182627,0.009326182627,0.65098780911,0.009326182627,0.32561908976,0.10664267574,0.32872160468,0.009326182627,0.46696262259,0.009326182627
42,0.14557153013,0.42273002051,0.34590336396,0.0093103281166,0.30260989321,0.15445323474,0.71789347138,0.0093103281166,0.80424010639,0.80185594773,0.0093103281166,0.0093103281166,0.65114116514,0.0093103281166,0.32569635729,0.10662754798,0.32879704623,0.0093103281166,0.46694676808,0.0093103281166
43,0.14570734208,0.42272192825,0.3459693367,0.0092945005588,0.30262708053,0.15449360728,0.71799483978,0.0092945005588,0.80447220361,0.80214781953,0.0092945005588,0.0092945005588,0.65129426047,0.0092945005588,0.32577349347,0.10661244594,0.32887235954,0.0092945005588,0.46693094053,0.0092945005588
44,0.14584292315,0.42271384976,0.34603519729,0.0092786999078,0.30264423864,0.15453391119,0.71809603585,0.0092786999078,0.80470390628,0.80243919515,0.0092786999078,0.0092786999078,0.65144709554,0.0092786999078,0.32585049851,0.10659736957,0.32894754481,0.0092786999078,0.46691513987,0.0092786999078
45,0.14597827374,0.42270578499,0.34610094592,0.009262926118,0.30266136757,0.15457414658,0.7181970599,0.009262926118,0.80478637669,0.80273007542,0.009262926118,0.009262926118,0.65159967079,0.009262926118,0.32592737265,0.10658231884,0.32902260226,0.009262926118,0.46689936608,0.009262926118
46,0.14611339422,0.42269773394,0.34616658277,0.0092471791436,0.30267846738,0.15461431357,0.7182979122,0.0092471791436,0.80484447111,0.80302046121,0.0092471791436,0.0092471791436,0.65175198666,0.0092471791436,0.3260041161,0.10656729369,0.32909753212,0.0092471791436,0.46688361911,0.0092471791436
47,0.14624828501,0.42268969657,0.34623210804,0.009231458939,0.30269553813,0.15465441227,0.71839859305,0.009231458939,0.80490246676,0.80331035333,0.009231458939,0.009231458939,0.6519040436,0.009231458939,0.32608072909,0.10655229408,0.3291723346,0.009231458939,0.46686789891,0.009231458939
48,0.14638294648,0.42268167287,0.34629752192,0.0092157654588,0.30271257985,0.15469444281,0.71849910274,0.0092157654588,0.80496036382,0.80359975264,0.0092157654588,0.0092157654588,0.65205584203,0.0092157654588,0.32615721183,0.10653731998,0.32924700991,0.0092157654588,0.46685220543,0.0092157654588
49,0.14651737902,0.4226736628,0.34636282459,0.0092000986576,0.30272959261,0.15473440529,0.71859944157,0.0092000986576,0.80501816246,0.80388865997,0.0092000986576,0.0092000986576,0.65220738241,0.0092000986576,0.32623356455,0.10652237132,0.32932155828,0.0092000986576,0.46683653862,0.0092000986576
50,0.14665158303,0.42266566636,0.34642801625,0.0091844584898,0.30274657644,0.15477429984,0.71869960982,0.0091844584898,0.80507586283,0.80417707616,0.0091844584898,0.0091844584898,0.65235866517,0.0091844584898,0.32630978748,0.10650744809,0.32939597991,0.0091844584898,0.46682089846,0.0091844584898
51,0.1467855589,0.4226576835,0.34649309709,0.0091688449104,0.3027635314,0.15481412657,0.71879960779,0.0091688449104,0.80513346512,0.80446500204,0.0091688449104,0.0091688449104,0.65250969075,0.0091688449104,0.32638588082,0.10649255022,0.32947027503,0.0091688449104,0.46680528488,0.0091688449104
52,0.146919307,0.42264971422,0.34655806728,0.0091532578741,0.30278045754,0.15485388559,0.71889943576,0.0091532578741,0.80519096948,0.80475243844,0.0091532578741,0.0091532578741,0.65266045959,0.0091532578741,0.32646184481,0.10647767767,0.32954444384,0.0091532578741,0.46678969784,0.0091532578741
53,0.14705282773,0.42264175849,0.34662292703,0.0091376973357,0.3027973549,0.15489357703,0.71899909402,0.0091376973357,0.80524837609,0.80503911192,0.0091376973357,0.0091376973357,0.65281097212,0.0091376973357,0.32653767966,0.10646283041,0.32961848657,0.0091376973357,0.4667741373,0.0091376973357
54,0.14718612148,0.42263381628,0.34668767651,0.0091221632502,0.30281422354,0.15493320098,0.71909858286,0.0091221632502,0.8053056851,0.80532510765,0.0091221632502,0.0091221632502,0.65296122878,0.0091221632502,0.32661338559,0.1064480084,0.32969240342,0.0091221632502,0.46675860322,0.0091221632502
55,0.14731918863,0.42262588757,0.34675231592,0.0091066555727,0.3028310635,0.15497275758,0.71919790257,0.0091066555727,0.80536289669,0.8056106172,0.0091066555727,0.0091066555727,0.65311123,0.0091066555727,0.32668896281,0.10643321157,0.32976619462,0.0091066555727,0.46674309554,0.0091066555727
56,0.14745202956,0.42261797234,0.34681684545,0.0090911742582,0.30284787483,0.15501224693,0.71929705344,0.0090911742582,0.80542001102,0.80589564137,0.0090911742582,0.0090911742582,0.65326097622,0.0090911742582,0.32676441156,0.10641843991,0.32983986037,0.0090911742582,0.46672761422,0.0090911742582
57,0.14758464466,0.42261007057,0.34688126527,0.009075719262,0.30286465758,0.15505166915,0.71939603575,0.009075719262,0.80547702826,0.80618018101,0.009075719262,0.009075719262,0.65341046787,0.009075719262,0.32683973205,0.10640369335,0.32991340089,0.009075719262,0.46671215923,0.009075719262
58,0.14771703432,0.42260218223,0.34694557558,0.0090602905392,0.3028814118,0.15509102435,0.7194948498,0.0090602905392,0.80553394856,0.80646423693,0.0090602905392,0.0090602905392,0.65355970539,0.0090602905392,0.32691492448,0.10638897187,0.32998681639,0.0090602905392,0.46669673051,0.0090602905392
59,0.14784919892,0.4225943073,0.34700977657,0.0090448880453,0.30289813754,0.15513031264,0.71959349585,0.0090448880453,0.80559077211,0.80674780995,0.0090448880453,0.0090448880453,0.6537086892,0.0090448880453,0.3269899891,0.10637427541,0.33006010708,0.0090448880453,0.46668132801,0.0090448880453
60,0.14798113883,0.42258644576,0.34707386841,0.0090295117356,0.30291483485,0.15516953415,0.71969197421,0.0090295117356,0.80564749905,0.8070309009,0.0090295117356,0.0090295117356,0.65385741974,0.0090295117356,0.3270649261,0.10635960393,0.33013327318,0.0090295117356,0.4666659517,0.0090295117356
61,0.14811285445,0.42257859758,0.34713785129,0.0090141615657,0.30293150377,0.15520868898,0.71979028516,0.0090141615657,0.80570412955,0.8073135106,0.0090141615657,0.0090141615657,0.65400589744,0.0090141615657,0.32713973571,0.1063449574,0.3302063149,0.0090141615657,0.46665060153,0.0090141615657
62,0.14824434615,0.42257076274,0.34720172541,0.008998837491,0.30294814435,0.15524777725,0.71988842898,0.008998837491,0.80576066379,0.80759563986,0.008998837491,0.008998837491,0.65415412272,0.008998837491,0.32721441814,0.10633033576,0.33027923245,0.008998837491,0.46663527746,0.008998837491
63,0.14837561432,0.42256294123,0.34726549093,0.0089835394673,0.30296475665,0.15528679906,0.71998640595,0.0089835394673,0.80581710191,0.8078772895,0.0089835394673,0.0089835394673,0.65430209602,0.0089835394673,0.32728897361,0.10631573898,0.33035202603,0.0089835394673,0.46661997943,0.0089835394673
64,0.14850665933,0.42255513301,0.34732914806,0.0089682674502,0.3029813407,0.15532575454,0.72008421636,0.0089682674502,0.80587344409,0.80815846033,0.0089682674502,0.0089682674502,0.65444981777,0.0089682674502,0.32736340234,0.10630116702,0.33042469587,0.0089682674502,0.46660470742,0.0089682674502
65,0.14863748156,0.42254733806,0.34739269697,0.0089530213955,0.30299789656,0.1553646438,0.7201818605,0.0089530213955,0.80592969049,0.80843915318,0.0089530213955,0.0089530213955,0.65459728839,0.0089530213955,0.32743770454,0.10628661983,0.33049724217,0.0089530213955,0.46658946136,0.0089530213955
66,0.1487680814,0.42253955637,0.34745613785,0.0089378012592,0.30301442428,0.15540346694,0.72027933864,0.0089378012592,0.80598584127,0.80871936884,0.0089378012592,0.0089378012592,0.65474450831,0.0089378012592,0.32751188043,0.10627209737,0.33056966514,0.0089378012592,0.46657424123,0.0089378012592
67,0.14889845921,0.4225317879,0.34751947087,0.008922606997,0.3030309239,0.15544222409,0.72037665107,0.008922606997,0.8060418966,0.80899910814,0.008922606997,0.008922606997,0.65489147796,0.008922606997,0.32758593022,0.10625759959,0.33064196499,0.008922606997,0.46655904696,0.008922606997
68,0.14902861539,0.42252403264,0.34758269623,0.0089074385651,0.30304739547,0.15548091534,0.72047379806,0.0089074385651,0.80609785662,0.80927837189,0.0089074385651,0.0089074385651,0.65503819776,0.0089074385651,0.32765985412,0.10624312647,0.33071414193,0.0089074385651,0.46654387853,0.0089074385651
69,0.14915855029,0.42251629057,0.34764581411,0.0088922959196,0.30306383903,0.15551954082,0.72057077991,0.0088922959196,0.80615372152,0.80955716088,0.0088922959196,0.0088922959196,0.65518466813,0.0088922959196,0.32773365235,0.10622867795,0.33078619617,0.0088922959196,0.46652873589,0.0088922959196
70,0.14928826431,0.42250856165,0.34770882469,0.0088771790165,0.30308025465,0.15555810064,0.72066759688,0.0088771790165,0.80620949145,0.80983547593,0.0088771790165,0.0088771790165,0.65533088951,0.0088771790165,0.32780732513,0.10621425399,0.33085812792,0.0088771790165,0.46651361898,0.0088771790165
71,0.14941775782,0.42250084588,0.34777172815,0.0088620878122,0.30309664235,0.15559659491,0.72076424927,0.0088620878122,0.80626282123,0.81011331785,0.0088620878122,0.0088620878122,0.65547686231,0.0088620878122,0.32788087266,0.10619985455,0.33092993738,0.0088620878122,0.46649852778,0.0088620878122
72,0.14954703118,0.42249314322,0.34783452467,0.0088470222629,0.3031130022,0.15563502374,0.72086073735,0.0088470222629,0.80631239,0.81039068744,0.0088470222629,0.0088470222629,0.65562258695,0.0088470222629,0.32795429516,0.10618547959,0.33100162477,0.0088470222629,0.46648346223,0.0088470222629
73,0.14967608478,0.42248545366,0.34789721444,0.008831982325,0.30312933424,0.15567338723,0.7209570614,0.008831982325,0.8063618745,0.8106675855,0.008831982325,0.008831982325,0.65576806386,0.008831982325,0.32802759284,0.10617112906,0.33107319029,0.008831982325,0.46646842229,0.008831982325
74,0.14980491899,0.42247777717,0.34795979764,0.0088169679551,0.30314563851,0.15571168551,0.7210532217,0.0088169679551,0.80641127488,0.81094401283,0.0088169679551,0.0088169679551,0.65591329347,0.0088169679551,0.32810076591,0.10615680294,0.33114463415,0.0088169679551,0.46645340792,0.0088169679551
75,0.14993353419,0.42247011373,0.34802227444,0.0088019791096,0.30316191507,0.15574991869,0.72114921852,0.0088019791096,0.80646059128,0.81121997023,0.0088019791096,0.0088019791096,0.65605827618,0.0088019791096,0.3281738146,0.10614250117,0.33121595655,0.0088019791096,0.46643841908,0.0088019791096
76,0.15006193073,0.42246246331,0.34808464504,0.0087870157451,0.30317816395,0.15578808686,0.72124505215,0.0087870157451,0.80650982384,0.81149545851,0.0087870157451,0.0087870157451,0.65620301242,0.0087870157451,0.3282467391,0.10612822371,0.33128715771,0.0087870157451,0.46642345571,0.0087870157451
77,0.150190109,0.42245482591,0.3481469096,0.0087720778183,0.30319438521,0.15582619015,0.72134072287,0.0087720778183,0.80655897271,0.81177047846,0.0087720778183,0.0087720778183,0.65634750261,0.0087720778183,0.32831953962,0.10611397052,0.33135823782,0.0087720778183,0.46640851778,0.0087720778183
78,0.15031806937,0.42244720148,0.34820906832,0.008757165286,0.3032105789,0.15586422867,0.72143623094,0.008757165286,0.80660803802,0.81204503087,0.008757165286,0.008757165286,0.65649174717,0.008757165286,0.32839221639,0.10609974156,0.3314291971,0.008757165286,0.46639360525,0.008757165286
79,0.15044581221,0.42243959002,0.34827112136,0.008742278105,0.30322674505,0.15590220252,0.72153157665,0.008742278105,0.80665701992,0.81231911655,0.008742278105,0.008742278105,0.65663574651,0.008742278105,0.32846476961,0.10608553679,0.33150003575,0.008742278105,0.46637871807,0.008742278105
80,0.15057333788,0.4224319915,0.34833306891,0.0087274162323,0.30324288372,0.15594011181,0.72162676028,0.0087274162323,0.80670591855,0.81259273628,0.0087274162323,0.0087274162323,0.65677950105,0.0087274162323,0.32853719948,0.10607135617,0.33157075397,0.0087274162323,0.4663638562,0.0087274162323
81,0.15070064676,0.42242440589,0.34839491116,0.0087125796247,0.30325899496,0.15597795666,0.72172178209,0.0087125796247,0.80675473406,0.81286589085,0.0087125796247,0.0087125796247,0.65692301121,0.0087125796247,0.32860950623,0.10605719966,0.33164135197,0.0087125796247,0.46634901959,0.0087125796247
82,0.15082773922,0.42241683318,0.34845664827,0.0086977682393,0.30327507881,0.15601573717,0.72181664236,0.0086977682393,0.80680346657,0.81313858106,0.0086977682393,0.0086977682393,0.6570662774,0.0086977682393,0.32868169005,0.10604306721,0.33171182995,0.0086977682393,0.46633420821,0.0086977682393
83,0.15095461561,0.42240927335,0.34851828043,0.0086829820333,0.30329113532,0.15605345345,0.72191134137,0.0086829820333,0.80685211625,0.8134108077,0.0086829820333,0.0086829820333,0.65720930004,0.0086829820333,0.32875375116,0.10602895879,0.33178218812,0.0086829820333,0.466319422,0.0086829820333
84,0.15108127632,0.42240172636,0.34857980781,0.0086682209638,0.30330716453,0.15609110562,0.72200587939,0.0086682209638,0.80690068322,0.81368257156,0.0086682209638,0.0086682209638,0.65735207954,0.0086682209638,0.32882568977,0.10601487435,0.33185242669,0.0086682209638,0.46630466093,0.0086682209638
85,0.15120772171,0.42239419221,0.3486412306,0.0086534849882,0.30332316649,0.15612869378,0.7221002567,0.0086534849882,0.80694916762,0.81395387341,0.0086534849882,0.0086534849882,0.65749461632,0.0086534849882,0.32889750608,0.10600081386,0.33192254584,0.0086534849882,0.46628992495,0.0086534849882
86,0.15133395213,0.42238667086,0.34870254897,0.0086387740637,0.30333914124,0.15616621804,0.72219447357,0.0086387740637,0.8069975696,0.81422471405,0.0086387740637,0.0086387740637,0.65763691078,0.0086387740637,0.3289692003,0.10598677727,0.3319925458,0.0086387740637,0.46627521403,0.0086387740637
87,0.15145996797,0.4223791623,0.3487637631,0.0086240881478,0.30335508884,0.15620367851,0.72228853026,0.0086240881478,0.8070458893,0.81449509427,0.0086240881478,0.0086240881478,0.65777896334,0.0086240881478,0.32904077264,0.10597276454,0.33206242675,0.0086240881478,0.46626052811,0.0086240881478
88,0.15158576958,0.42237166651,0.34882487316,0.008609427198,0.30337100933,0.15624107529,0.72238242706,0.008609427198,0.80709412685,0.81476501483,0.008609427198,0.008609427198,0.65792077442,0.008609427198,0.32911222331,0.10595877563,0.33213218891,0.008609427198,0.46624586716,0.008609427198
89,0.15171135732,0.42236418345,0.34888587934,0.0085947911717,0.30338690276,0.1562784085,0.72247616424,0.0085947911717,0.8071422824,0.81503447653,0.0085947911717,0.0085947911717,0.65806234441,0.0085947911717,0.32918355252,0.10594481051,0.33220183247,0.0085947911717,0.46623123114,0.0085947911717
90,0.15182430438,0.42235671312,0.34894678181,0.0085801800267,0.30340276916,0.15631567824,0.72256974206,0.0085801800267,0.80719035609,0.81530348015,0.0085801800267,0.0085801800267,0.65820367374,0.0085801800267,0.32925476046,0.10593086912,0.33227135763,0.0085801800267,0.46621661999,0.0085801800267
91,0.15191288528,0.42234925549,0.34900758074,0.0085655937207,0.30341860859,0.15635288463,0.72266316081,0.0085655937207,0.80723834805,0.81557202646,0.0085655937207,0.0085655937207,0.6583447628,0.0085655937207,0.32932584735,0.10591695144,0.33234076461,0.0085655937207,0.46620203369,0.0085655937207
92,0.1520013156,0.42234181053,0.34906827631,0.0085510322114,0.3034344211,0.15639002776,0.72275642073,0.0085510322114,0.80728625842,0.81584011624,0.0085510322114,0.0085510322114,0.65848561202,0.0085510322114,0.3293968134,0.10590305741,0.33241005359,0.0085510322114,0.46618747218,0.0085510322114
93,0.15208959559,0.42233437824,0.3491288687,0.0085364954566,0.30345020672,0.15642710775,0.72284952212,0.0085364954566,0.80733408661,0.81610775027,0.0085364954566,0.0085364954566,0.65862622179,0.0085364954566,0.3294676588,0.10588918701,0.33247922478,0.0085364954566,0.46617293542,0.0085364954566
